,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.656,0.6008,0.2308,0.125,0.1622,0.1495,0.9577
0_1,0.5435,0.5582,0.1538,0.069,0.0952,0.0788,0.9482
0_2,0.7019,0.6441,0.3077,0.2222,0.2581,0.2458,0.9686
0_3,0.5947,0.6022,0.2308,0.1364,0.1714,0.1581,0.9604
0_4,0.6272,0.5589,0.1538,0.0714,0.0976,0.0811,0.9495
0_5,0.6419,0.5533,0.1538,0.0556,0.0816,0.0651,0.9386
0_6,0.7965,0.5644,0.1538,0.1,0.1212,0.1044,0.9604
0_7,0.629,0.566,0.1667,0.0741,0.1026,0.0889,0.9522
0_8,0.7711,0.684,0.4167,0.125,0.1923,0.2056,0.9426
0_9,0.5438,0.633,0.3077,0.1176,0.1702,0.1669,0.9467
0_Mean,0.6506,0.5965,0.2276,0.1096,0.1452,0.1344,0.9525
0_SD,0.0854,0.0447,0.0907,0.0487,0.0555,0.0606,0.0092
Mean,0.6506,0.5965,0.2276,0.1096,0.1452,0.1344,0.9525
SD,0.0853,0.0447,0.0907,0.0487,0.0555,0.0606,0.0092
