,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7993,0.6236,0.25,0.3333,0.2857,0.2853,0.9932
0_1,0.4886,0.4973,0.0,0.0,,-0.0047,0.9905
0_2,0.9068,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_3,0.7963,0.4973,0.0,0.0,,-0.0047,0.9905
0_4,0.8256,0.8272,0.6667,0.1818,0.2857,0.3436,0.9864
0_5,0.6963,0.4945,0.0,0.0,,-0.0067,0.985
0_6,0.6868,0.4952,0.0,0.0,,-0.0063,0.9864
0_7,0.9411,0.8299,0.6667,0.2857,0.4,0.4331,0.9918
0_8,0.9922,0.8306,0.6667,0.3333,0.4444,0.4685,0.9932
0_9,0.6675,0.6209,0.25,0.1429,0.1818,0.1831,0.9877
0_Mean,0.7801,0.6381,0.2833,0.1527,0.3139,0.1976,0.9898
0_SD,0.1502,0.1459,0.2919,0.144,0.0941,0.1918,0.0032
Mean,0.7801,0.6381,0.2833,0.1527,0.3139,0.1977,0.9898
SD,0.1502,0.1459,0.2919,0.144,0.0941,0.1918,0.0032
