,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8026,0.7958,0.6154,0.2963,0.4,0.4141,0.9704
0_1,0.8834,0.8411,0.6923,0.5294,0.6,0.5981,0.9852
0_2,0.9167,0.874,0.7692,0.3704,0.5,0.5236,0.9753
0_3,0.8482,0.8675,0.75,0.4286,0.5455,0.5587,0.9815
0_4,0.7003,0.7406,0.5,0.2857,0.3636,0.3658,0.9741
0_5,0.9436,0.879,0.7692,0.5263,0.625,0.6293,0.9852
0_6,0.8213,0.7983,0.6154,0.3478,0.4444,0.4513,0.9753
0_7,0.7936,0.727,0.4615,0.5,0.48,0.4723,0.984
0_8,0.7097,0.8002,0.6154,0.4,0.4848,0.4861,0.979
0_9,0.747,0.8405,0.6923,0.5,0.5806,0.5806,0.984
0_Mean,0.8166,0.8164,0.6481,0.4185,0.5024,0.508,0.9794
0_SD,0.0831,0.0535,0.1073,0.0928,0.0859,0.0849,0.0053
Mean,0.8166,0.8164,0.6481,0.4184,0.5024,0.508,0.9794
SD,0.0831,0.0535,0.1073,0.0928,0.0859,0.0849,0.0053
