,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.2885,0.4988,0.0,0.0,,-0.003,0.9939
0_1,0.7464,0.8327,0.6667,0.6667,0.6667,0.6654,0.9975
0_2,0.8023,0.4988,0.0,0.0,,-0.003,0.9939
0_3,0.7546,0.4982,0.0,0.0,,-0.003,0.9938
0_4,0.9587,0.7463,0.5,0.1429,0.2222,0.2641,0.9914
0_5,0.6679,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_6,0.944,0.8315,0.6667,0.4,0.5,0.5142,0.9951
0_7,0.6058,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_8,0.6901,0.6654,0.3333,0.3333,0.3333,0.3309,0.9951
0_9,0.514,0.6654,0.3333,0.3333,0.3333,0.3309,0.9951
0_Mean,0.6972,0.6569,0.3167,0.3126,0.4059,0.2959,0.9947
0_SD,0.1989,0.1269,0.254,0.3218,0.1551,0.2437,0.0018
Mean,0.6972,0.6569,0.3167,0.3126,0.4059,0.2959,0.9947
SD,0.1989,0.1269,0.254,0.3218,0.1552,0.2437,0.0018
