,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7318,0.6755,0.3889,0.1892,0.2545,0.2478,0.9494
0_1,0.7451,0.7474,0.5263,0.2857,0.3704,0.3683,0.9581
0_2,0.8447,0.7781,0.5789,0.3793,0.4583,0.4531,0.9679
0_3,0.8125,0.7512,0.5263,0.3448,0.4167,0.4092,0.9655
0_4,0.8117,0.8057,0.6316,0.4286,0.5106,0.5065,0.9716
0_5,0.852,0.7588,0.5556,0.25,0.3448,0.3522,0.9531
0_6,0.8878,0.7588,0.5556,0.25,0.3448,0.3522,0.9531
0_7,0.8175,0.7342,0.5,0.2647,0.3462,0.3443,0.958
0_8,0.7849,0.7052,0.4444,0.2286,0.3019,0.2975,0.9543
0_9,0.7715,0.7096,0.4444,0.2857,0.3478,0.3382,0.963
0_Mean,0.806,0.7425,0.5152,0.2907,0.3696,0.3669,0.9594
0_SD,0.0487,0.0379,0.0725,0.073,0.0746,0.0741,0.0073
Mean,0.8059,0.7425,0.5152,0.2907,0.3696,0.3669,0.9594
SD,0.0487,0.0379,0.0725,0.073,0.0746,0.0741,0.0073
