,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7406,0.675,0.3636,0.2667,0.3077,0.3004,0.9779
0_1,0.8818,0.7665,0.5455,0.375,0.4444,0.4433,0.9815
0_2,0.8027,0.6888,0.4,0.1818,0.25,0.2565,0.9704
0_3,0.5901,0.5906,0.2,0.1176,0.1481,0.1397,0.9717
0_4,0.7125,0.7425,0.5,0.2941,0.3704,0.3736,0.9791
0_5,0.6859,0.6894,0.4,0.1905,0.2581,0.2632,0.9717
0_6,0.8623,0.6925,0.4,0.25,0.3077,0.3055,0.9778
0_7,0.7068,0.5834,0.1818,0.1429,0.16,0.1482,0.9741
0_8,0.743,0.7179,0.4545,0.25,0.3226,0.325,0.9741
0_9,0.6073,0.5342,0.0909,0.0526,0.0667,0.0523,0.9655
0_Mean,0.7333,0.6681,0.3536,0.2121,0.2636,0.2608,0.9744
0_SD,0.0963,0.0748,0.148,0.0941,0.1128,0.1177,0.0048
Mean,0.7333,0.6681,0.3536,0.2121,0.2636,0.2608,0.9744
SD,0.0963,0.0748,0.148,0.0941,0.1128,0.1176,0.0048
