,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7656,0.6838,0.68,0.6296,0.6538,0.3652,0.6842
0_1,0.7313,0.7038,0.72,0.6429,0.6792,0.4045,0.7018
0_2,0.6644,0.6062,0.4,0.625,0.4878,0.2347,0.6316
0_3,0.655,0.6594,0.6,0.625,0.6122,0.3204,0.6667
0_4,0.7369,0.6906,0.6,0.6818,0.6383,0.3886,0.7018
0_5,0.725,0.695,0.64,0.6667,0.6531,0.392,0.7018
0_6,0.7375,0.6194,0.52,0.5909,0.5532,0.2434,0.6316
0_7,0.7109,0.6615,0.6667,0.5926,0.6275,0.3198,0.6607
0_8,0.638,0.6094,0.5,0.5714,0.5333,0.2236,0.625
0_9,0.7839,0.7083,0.6667,0.6667,0.6667,0.4167,0.7143
0_Mean,0.7148,0.6637,0.5993,0.6293,0.6105,0.3309,0.6719
0_SD,0.048,0.0394,0.0987,0.0364,0.0641,0.0743,0.0337
Mean,0.7148,0.6637,0.5993,0.6293,0.6105,0.3309,0.672
SD,0.048,0.0394,0.0987,0.0364,0.0641,0.0743,0.0337
