,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7584,0.6958,0.475,0.2289,0.3089,0.2798,0.8947
0_1,0.6623,0.6196,0.35,0.1414,0.2014,0.1582,0.8625
0_2,0.7416,0.742,0.6,0.2124,0.3137,0.3027,0.8699
0_3,0.7173,0.6557,0.4,0.1905,0.2581,0.2213,0.886
0_4,0.7185,0.6794,0.45,0.2045,0.2813,0.2498,0.886
0_5,0.7805,0.723,0.575,0.1885,0.284,0.2702,0.8563
0_6,0.6723,0.6588,0.439,0.1622,0.2368,0.2025,0.8563
0_7,0.7279,0.6621,0.439,0.1698,0.2449,0.2107,0.8625
0_8,0.7671,0.7069,0.5366,0.1897,0.2803,0.2591,0.86
0_9,0.7355,0.6399,0.4,0.1481,0.2162,0.1784,0.8561
0_Mean,0.7281,0.6783,0.4665,0.1836,0.2626,0.2333,0.869
0_SD,0.0381,0.0384,0.0808,0.0281,0.0377,0.0466,0.0145
Mean,0.7281,0.6783,0.4665,0.1836,0.2626,0.2333,0.869
SD,0.0381,0.0384,0.0808,0.0281,0.0377,0.0466,0.0145
