,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8082,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_1,0.8685,0.8299,0.6667,0.2857,0.4,0.4331,0.9918
0_2,0.8356,0.832,0.6667,0.5,0.5714,0.5754,0.9959
0_3,0.9178,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_4,0.9817,0.8244,0.6667,0.1333,0.2222,0.2926,0.9809
0_5,0.8556,0.7473,0.5,0.3333,0.4,0.4043,0.9918
0_6,0.8683,0.6229,0.25,0.25,0.25,0.2459,0.9918
0_7,0.7985,0.7473,0.5,0.3333,0.4,0.4043,0.9918
0_8,0.5382,0.4925,0.0,0.0,,-0.0079,0.9809
0_9,0.6882,0.4945,0.0,0.0,,-0.0067,0.985
0_Mean,0.8161,0.692,0.3917,0.2336,0.3519,0.2912,0.9896
0_SD,0.1244,0.128,0.2547,0.154,0.1141,0.1847,0.0054
Mean,0.8161,0.692,0.3917,0.2336,0.3519,0.2912,0.9896
SD,0.1243,0.128,0.2548,0.154,0.1141,0.1846,0.0053
