,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6424,0.4986,0.0,0.0,,-0.0027,0.9946
0_1,0.735,0.748,0.5,0.25,0.3333,0.3511,0.9946
0_2,0.5599,0.7466,0.5,0.1667,0.25,0.2855,0.9918
0_3,0.1362,0.4966,0.0,0.0,,-0.0031,0.9918
0_4,0.9986,0.9986,1.0,0.3333,0.5,0.5766,0.9973
0_5,0.5886,0.498,0.0,0.0,,-0.0024,0.9946
0_6,0.4621,0.4986,0.0,0.0,,-0.0027,0.9946
0_7,0.8295,0.498,0.0,0.0,,-0.0033,0.9932
0_8,0.7797,0.7466,0.5,0.1667,0.25,0.2855,0.9918
0_9,0.9557,0.4952,0.0,0.0,,-0.0051,0.9878
0_Mean,0.6688,0.6225,0.25,0.0917,0.3333,0.1479,0.9932
0_SD,0.2536,0.1769,0.3536,0.127,0.1179,0.2108,0.0026
Mean,0.6688,0.6225,0.25,0.0917,0.3333,0.1479,0.9932
SD,0.2536,0.1769,0.3536,0.127,0.1179,0.2108,0.0026
