,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7227,0.242,0.5902,0.2041,0.3571,,0.2597,0.2355,0.9297,10,744,18,39
0_1,0.736,0.2389,0.5965,0.2245,0.3143,,0.2619,0.2263,0.9236,11,738,24,38
0_2,0.7755,0.2413,0.6093,0.25,0.3333,,0.2857,0.2503,0.9259,12,738,24,36
0_3,0.7346,0.1561,0.539,0.1042,0.2,,0.137,0.1064,0.9222,5,742,20,43
0_4,0.6721,0.121,0.5194,0.0625,0.1429,,0.087,0.0578,0.9222,3,744,18,45
0_5,0.7546,0.2282,0.5553,0.125,0.3529,,0.1846,0.1821,0.9346,6,751,11,42
0_6,0.7626,0.2717,0.5943,0.2083,0.4,,0.274,0.2575,0.9346,10,747,15,38
0_7,0.7559,0.2718,0.6041,0.2449,0.3,,0.2697,0.229,0.9198,12,733,28,37
0_8,0.7207,0.174,0.5435,0.1224,0.1818,,0.1463,0.1049,0.9136,6,734,27,43
0_9,0.7454,0.1691,0.5774,0.1837,0.2903,,0.225,0.1923,0.9235,9,739,22,40
0_Mean,0.738,0.2114,0.5729,0.173,0.2873,,0.2131,0.1842,0.925,8.4,741.0,20.7,40.1
0_SD,0.029,0.0523,0.0313,0.0649,0.0847,,0.0698,0.0704,0.0065,3.1692971530679235,5.676462121975467,5.355163655555055,2.9981475762358483
Mean,0.738,0.2114,0.5729,0.173,0.2873,,0.2131,0.1842,0.925,8.4,741.0,20.7,40.1
SD,0.029,0.0523,0.0313,0.0649,0.0847,,0.0698,0.0703,0.0065,3.1693,5.6765,5.3552,2.9981
