,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8265,0.2544,0.6715,0.375,0.3243,,0.3478,0.32,0.9446,12,756,25,20
0_1,0.8612,0.2686,0.676,0.375,0.4,,0.3871,0.363,0.9533,12,763,18,20
0_2,0.7493,0.1472,0.5947,0.2188,0.2333,,0.2258,0.1953,0.941,7,758,23,25
0_3,0.8634,0.3061,0.6454,0.3125,0.3704,,0.339,0.3155,0.952,10,764,17,22
0_4,0.8499,0.3906,0.7209,0.4688,0.4167,,0.4412,0.4177,0.9533,15,760,21,17
0_5,0.8305,0.2618,0.6527,0.3438,0.2683,,0.3014,0.2713,0.9373,11,751,30,21
0_6,0.8403,0.2278,0.679,0.3939,0.3171,,0.3514,0.3229,0.941,13,752,28,20
0_7,0.829,0.2656,0.6348,0.303,0.2778,,0.2899,0.2587,0.9397,10,754,26,23
0_8,0.8657,0.2899,0.6664,0.3636,0.3333,,0.3478,0.3193,0.9446,12,756,24,21
0_9,0.8388,0.1969,0.6481,0.3333,0.275,,0.3014,0.2702,0.9373,11,751,29,22
0_Mean,0.8355,0.2609,0.6589,0.3488,0.3216,,0.3333,0.3054,0.9444,11.3,756.5,24.1,21.1
0_SD,0.0336,0.0649,0.033,0.0655,0.06,,0.0585,0.061,0.0063,2.110818693198342,4.719934086168766,4.433458644845529,2.131770260709264
Mean,0.8355,0.2609,0.659,0.3488,0.3216,,0.3333,0.3054,0.9444,11.3,756.5,24.1,21.1
SD,0.0336,0.0649,0.033,0.0655,0.0601,,0.0585,0.061,0.0063,2.1108,4.7199,4.4335,2.1318
