,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7253,0.2628,0.5902,0.1905,0.3333,,0.2424,0.2372,0.9691,4,781,8,17
0_1,0.7753,0.2021,0.547,0.0952,0.6667,,0.1667,0.2458,0.9753,2,788,1,19
0_2,0.7226,0.1189,0.5599,0.1364,0.1875,,0.1579,0.14,0.9605,3,775,13,19
0_3,0.6365,0.0897,0.567,0.1429,0.3,,0.1935,0.1928,0.9691,3,781,7,18
0_4,0.598,0.0959,0.5651,0.1429,0.2308,,0.1765,0.1646,0.9654,3,778,10,18
0_5,0.6952,0.0726,0.4937,0.0,0.0,,,-0.0183,0.9617,0,778,10,21
0_6,0.7206,0.1677,0.5419,0.0952,0.1818,,0.125,0.1151,0.9654,2,779,9,19
0_7,0.8387,0.3463,0.6384,0.2857,0.4615,,0.3529,0.3501,0.9728,6,781,7,15
0_8,0.7502,0.114,0.5432,0.0952,0.2222,,0.1333,0.1309,0.9679,2,781,7,19
0_9,0.7838,0.27,0.6346,0.2857,0.3158,,0.3,0.2827,0.9654,6,775,13,15
0_Mean,0.7246,0.174,0.5681,0.147,0.29,,0.2054,0.1841,0.9673,3.1,779.7,8.5,18.0
0_SD,0.0703,0.0929,0.0438,0.0883,0.179,,0.0778,0.1027,0.0046,1.8529256146249728,3.7431418769679454,3.4721111093332766,1.8856180831641267
Mean,0.7246,0.174,0.5681,0.147,0.29,,0.2054,0.1841,0.9673,3.1,779.7,8.5,18.0
SD,0.0703,0.0929,0.0437,0.0883,0.179,,0.0778,0.1027,0.0046,1.8529,3.7431,3.4721,1.8856
