,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8548,0.722,0.8106,0.8333,0.7407,,0.7843,0.6143,0.807,20,26,7,4
0_1,0.7456,0.6911,0.6534,0.4583,0.6875,,0.55,0.3371,0.6842,11,28,5,13
0_2,0.8131,0.7621,0.7106,0.64,0.6957,,0.6667,0.4261,0.7193,16,25,7,9
0_3,0.7944,0.7658,0.6994,0.68,0.6538,,0.6667,0.3973,0.7018,17,23,9,8
0_4,0.7219,0.6854,0.6638,0.64,0.6154,,0.6275,0.3263,0.6667,16,22,10,9
0_5,0.7875,0.792,0.6844,0.4,0.9091,,0.5556,0.4637,0.7193,10,31,1,15
0_6,0.7088,0.6827,0.615,0.48,0.6,,0.5333,0.2391,0.6316,12,24,8,13
0_7,0.695,0.6941,0.6906,0.6,0.6818,,0.6383,0.3886,0.7018,15,25,7,10
0_8,0.77,0.7382,0.7219,0.6,0.75,,0.6667,0.4614,0.7368,15,27,5,10
0_9,0.8717,0.7871,0.7917,0.7083,0.8095,,0.7556,0.5963,0.8036,17,28,4,7
0_Mean,0.7763,0.732,0.7041,0.604,0.7144,,0.6445,0.425,0.7172,14.9,25.9,6.3,9.8
0_SD,0.0598,0.0428,0.0597,0.1291,0.0929,,0.0836,0.1165,0.0551,3.0713731999438516,2.685351208149711,2.6267851073127395,3.22490309931942
Mean,0.7763,0.732,0.7041,0.604,0.7143,,0.6445,0.425,0.7172,14.9,25.9,6.3,9.8
SD,0.0598,0.0429,0.0597,0.1291,0.0929,,0.0836,0.1165,0.0551,3.0714,2.6854,2.6268,3.2249
