,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7246,0.0421,0.4945,0.0,0.0,,,-0.0141,0.9715,0,715,8,13
0_1,0.6418,0.1789,0.5735,0.1538,0.2857,,0.2,0.1994,0.9783,2,718,5,11
0_2,0.7815,0.0524,0.4972,0.0,0.0,,,-0.0099,0.9769,0,719,4,13
0_3,0.6613,0.2106,0.6119,0.2308,0.375,,0.2857,0.2844,0.9796,3,718,5,10
0_4,0.7166,0.142,0.5329,0.0769,0.1111,,0.0909,0.0789,0.9728,1,715,8,12
0_5,0.7302,0.217,0.6646,0.3333,0.5714,,0.4211,0.4295,0.985,4,720,3,8
0_6,0.8283,0.2077,0.5382,0.0833,0.1667,,0.1111,0.1076,0.9782,1,718,5,11
0_7,0.7719,0.159,0.6504,0.3077,0.4444,,0.3636,0.3605,0.981,4,717,5,9
0_8,0.822,0.0907,0.535,0.0769,0.1667,,0.1053,0.1025,0.9769,1,717,5,12
0_9,0.7704,0.2132,0.5728,0.1538,0.25,,0.1905,0.1849,0.9769,2,716,6,11
0_Mean,0.7449,0.1514,0.5671,0.1417,0.2371,,0.221,0.1724,0.9777,1.8,717.3,5.4,11.0
0_SD,0.0621,0.0676,0.0594,0.1176,0.1869,,0.1244,0.1493,0.0038,1.4757295747452437,1.6363916944844767,1.577621275493231,1.632993161855452
Mean,0.7449,0.1514,0.5671,0.1416,0.2371,,0.221,0.1724,0.9777,1.8,717.3,5.4,11.0
SD,0.0621,0.0676,0.0594,0.1176,0.1869,,0.1244,0.1494,0.0038,1.4757,1.6364,1.5776,1.633
