,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6707,0.2173,0.639,0.3,0.4138,,0.3478,0.3241,0.9445,12,754,17,28
0_1,0.7832,0.2946,0.6403,0.3,0.4444,,0.3582,0.3386,0.947,12,756,15,28
0_2,0.7306,0.1779,0.5739,0.175,0.25,,0.2059,0.1753,0.9334,7,750,21,33
0_3,0.6962,0.2164,0.6094,0.25,0.2941,,0.2703,0.2365,0.9334,10,747,24,30
0_4,0.6745,0.2731,0.6258,0.275,0.3793,,0.3188,0.2935,0.942,11,753,18,29
0_5,0.7344,0.3395,0.6468,0.3171,0.4194,,0.3611,0.3356,0.9433,13,752,18,28
0_6,0.7458,0.2747,0.6334,0.2927,0.375,,0.3288,0.3001,0.9396,12,750,20,29
0_7,0.7726,0.3651,0.652,0.3171,0.5652,,0.4062,0.4013,0.9531,13,760,10,28
0_8,0.7654,0.171,0.5594,0.15,0.2,,0.1714,0.1363,0.9284,6,746,24,34
0_9,0.7406,0.2463,0.6357,0.3,0.3529,,0.3243,0.2933,0.9383,12,748,22,28
0_Mean,0.7314,0.2576,0.6216,0.2677,0.3694,,0.3093,0.2835,0.9403,10.8,751.6,18.9,29.5
0_SD,0.0394,0.0645,0.0314,0.0591,0.1041,,0.0729,0.0798,0.0073,2.440400695696417,4.3256341860022225,4.306326095924976,2.223610677354389
Mean,0.7314,0.2576,0.6216,0.2677,0.3694,,0.3093,0.2835,0.9403,10.8,751.6,18.9,29.5
SD,0.0394,0.0645,0.0314,0.0591,0.1041,,0.0729,0.0798,0.0073,2.4404,4.3256,4.3063,2.2236
