,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.717,0.2316,0.6161,0.3714,0.2203,,0.2766,0.1857,0.814,26,569,92,44
0_1,0.7133,0.2251,0.5948,0.3,0.2234,,0.2561,0.1666,0.8331,21,588,73,49
0_2,0.6928,0.2059,0.6079,0.3429,0.2222,,0.2697,0.1789,0.8222,24,577,84,46
0_3,0.7109,0.1912,0.6036,0.3478,0.2051,,0.2581,0.1652,0.811,24,568,93,45
0_4,0.7025,0.2169,0.5627,0.2464,0.1753,,0.2048,0.108,0.8192,17,581,80,52
0_5,0.6542,0.1745,0.5763,0.2571,0.2069,,0.2293,0.1387,0.8342,18,591,69,52
0_6,0.7547,0.2692,0.6461,0.4286,0.25,,0.3158,0.2321,0.8219,30,570,90,40
0_7,0.6819,0.2125,0.585,0.2714,0.2209,,0.2436,0.1552,0.8384,19,593,67,51
0_8,0.7051,0.1734,0.5657,0.2571,0.1782,,0.2105,0.112,0.8151,18,577,83,52
0_9,0.6713,0.1682,0.6048,0.3429,0.2143,,0.2637,0.1712,0.8164,24,572,88,46
0_Mean,0.7004,0.2068,0.5963,0.3166,0.2117,,0.2528,0.1614,0.8225,22.1,578.6,81.9,47.7
0_SD,0.0277,0.0314,0.0252,0.0598,0.0221,,0.0328,0.0363,0.0095,4.201851443775179,9.323804659758446,9.456919865015953,4.137900702315393
Mean,0.7004,0.2069,0.5963,0.3166,0.2117,,0.2528,0.1614,0.8226,22.1,578.6,81.9,47.7
SD,0.0277,0.0314,0.0252,0.0598,0.0221,,0.0328,0.0363,0.0095,4.2019,9.3238,9.4569,4.1379
