,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5521,0.6502,0.5833,1.0,0.6154,,0.7619,0.3203,0.6429,8,1,5,0
0_1,0.8854,0.9181,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_2,0.6979,0.8017,0.5417,0.75,0.6,,0.6667,0.0913,0.5714,6,2,4,2
0_3,0.6458,0.7793,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_4,0.8542,0.9276,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_5,0.625,0.7132,0.6042,0.875,0.6364,,0.7368,0.2513,0.6429,7,2,4,1
0_6,0.5938,0.7326,0.5,1.0,0.5714,,0.7273,0.0,0.5714,8,0,6,0
0_7,0.75,0.6713,0.6875,0.875,0.7,,0.7778,0.4108,0.7143,7,3,3,1
0_8,0.4667,0.7151,0.4333,0.6667,0.6,,0.6316,-0.1414,0.5,6,1,4,3
0_9,0.7,0.7539,0.5375,0.875,0.6364,,0.7368,0.1011,0.6154,7,1,4,1
0_Mean,0.6771,0.7663,0.5992,0.8417,0.654,,0.7311,0.2277,0.6401,6.8,2.1,3.7,1.3
0_SD,0.1298,0.0941,0.112,0.1255,0.0733,,0.0712,0.2348,0.0956,0.9189365834726815,1.3703203194062978,1.2516655570345725,1.0593499054713804
Mean,0.6771,0.7663,0.5992,0.8417,0.654,,0.7311,0.2277,0.6401,6.8,2.1,3.7,1.3
SD,0.1298,0.0941,0.1119,0.1255,0.0733,,0.0712,0.2348,0.0956,0.9189,1.3703,1.2517,1.0593
