,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8537,0.7155,0.8443,0.6923,0.75,,0.72,0.7162,0.9914,9,798,3,4
0_1,0.9025,0.7052,0.8321,0.6667,0.8,,0.7273,0.7267,0.9926,8,799,2,4
0_2,0.7218,0.5134,0.7488,0.5,0.75,,0.6,0.6078,0.9902,6,799,2,6
0_3,0.942,0.6929,0.8437,0.6923,0.6923,,0.6923,0.6873,0.9902,9,796,4,4
0_4,0.9375,0.6556,0.8064,0.6154,0.8,,0.6957,0.6975,0.9914,8,798,2,5
0_5,0.9306,0.8022,0.8455,0.6923,0.9,,0.7826,0.7865,0.9938,9,799,1,4
0_6,0.7881,0.5496,0.7674,0.5385,0.7,,0.6087,0.6085,0.9889,7,797,3,6
0_7,0.7787,0.5193,0.7301,0.4615,0.8571,,0.6,0.6249,0.9902,6,799,1,7
0_8,0.8728,0.7149,0.8443,0.6923,0.75,,0.72,0.7162,0.9914,9,797,3,4
0_9,0.8461,0.6951,0.8455,0.6923,0.9,,0.7826,0.7865,0.9938,9,799,1,4
0_Mean,0.8574,0.6564,0.8108,0.6244,0.7899,,0.6929,0.6958,0.9914,8.0,798.1,2.2,4.8
0_SD,0.0751,0.0966,0.0453,0.0909,0.0755,,0.0692,0.0656,0.0016,1.247219128924647,1.1005049346146119,1.0327955589886446,1.1352924243950935
Mean,0.8574,0.6564,0.8108,0.6244,0.7899,,0.6929,0.6958,0.9914,8.0,798.1,2.2,4.8
SD,0.0751,0.0966,0.0453,0.0909,0.0755,,0.0692,0.0656,0.0016,1.2472,1.1005,1.0328,1.1353
