,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9083,0.5008,0.6357,0.2727,0.75,,0.4,0.4483,0.9889,3,802,1,8
0_1,0.8453,0.3538,0.6988,0.4,0.6667,,0.5,0.5119,0.9902,4,801,2,6
0_2,0.8303,0.3291,0.6494,0.3,0.75,,0.4286,0.4706,0.9902,3,802,1,7
0_3,0.8953,0.3521,0.6488,0.3,0.6,,0.4,0.4194,0.9889,3,801,2,7
0_4,0.8351,0.2628,0.5988,0.2,0.5,,0.2857,0.3111,0.9877,2,801,2,8
0_5,0.6944,0.3559,0.65,0.3,1.0,,0.4615,0.5454,0.9914,3,803,0,7
0_6,0.8734,0.1179,0.4994,0.0,0.0,,,-0.0041,0.9852,0,801,1,11
0_7,0.8231,0.4035,0.6812,0.3636,0.8,,0.5,0.5355,0.9902,4,801,1,7
0_8,0.8627,0.2547,0.6351,0.2727,0.6,,0.375,0.3993,0.9877,3,800,2,8
0_9,0.6917,0.0752,0.4988,0.0,0.0,,,-0.0058,0.984,0,800,2,11
0_Mean,0.826,0.3006,0.6196,0.2409,0.5667,,0.4189,0.3632,0.9884,2.5,801.2,1.4,8.0
0_SD,0.0753,0.1281,0.0689,0.1377,0.328,,0.0712,0.206,0.0023,1.4337208778404378,0.9189365834726815,0.6992058987801011,1.699673171197595
Mean,0.826,0.3006,0.6196,0.2409,0.5667,,0.4189,0.3632,0.9884,2.5,801.2,1.4,8.0
SD,0.0753,0.1281,0.0689,0.1377,0.328,,0.0712,0.206,0.0024,1.4337,0.9189,0.6992,1.6997
