,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8021,0.5967,0.7652,0.5484,0.5484,,0.5484,0.5305,0.9655,17,767,14,14
0_1,0.6928,0.3608,0.671,0.3548,0.5238,,0.4231,0.4129,0.9631,11,771,10,20
0_2,0.7416,0.5321,0.7542,0.5161,0.7273,,0.6038,0.6001,0.9741,16,775,6,15
0_3,0.791,0.6388,0.802,0.6129,0.7308,,0.6667,0.6574,0.9766,19,774,7,12
0_4,0.7763,0.5509,0.7517,0.5161,0.6154,,0.5614,0.5478,0.9692,16,771,10,15
0_5,0.8089,0.494,0.7368,0.4839,0.6522,,0.5556,0.5471,0.9704,15,773,8,16
0_6,0.8554,0.5835,0.7529,0.5161,0.6667,,0.5818,0.5724,0.9717,16,773,8,15
0_7,0.6686,0.3296,0.6801,0.3871,0.3636,,0.375,0.3496,0.9507,12,760,21,19
0_8,0.862,0.5124,0.7181,0.4516,0.5385,,0.4912,0.4748,0.9643,14,769,12,17
0_9,0.7534,0.4052,0.7128,0.4333,0.6842,,0.5306,0.5311,0.9716,13,775,6,17
0_Mean,0.7752,0.5004,0.7345,0.482,0.6051,,0.5338,0.5224,0.9677,14.9,770.8,10.2,16.0
0_SD,0.0631,0.1037,0.0398,0.0771,0.1134,,0.0854,0.0896,0.0074,2.4244128727957577,4.589843860815602,4.589843860815601,2.3570226039551585
Mean,0.7752,0.5004,0.7345,0.482,0.6051,,0.5338,0.5224,0.9677,14.9,770.8,10.2,16.0
SD,0.0631,0.1037,0.0398,0.0771,0.1134,,0.0854,0.0896,0.0074,2.4244,4.5898,4.5898,2.357
