,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7606,0.5276,0.7504,0.52,0.4643,,0.4906,0.4742,0.9666,13,768,15,12
0_1,0.8262,0.6563,0.8343,0.68,0.6538,,0.6667,0.6559,0.979,17,774,9,8
0_2,0.7777,0.5761,0.773,0.56,0.56,,0.56,0.546,0.9728,14,772,11,11
0_3,0.7688,0.3949,0.6723,0.36,0.4286,,0.3913,0.3751,0.9653,9,771,12,16
0_4,0.7928,0.5789,0.7723,0.56,0.5385,,0.549,0.5344,0.9715,14,771,12,11
0_5,0.7548,0.4864,0.7162,0.44,0.6471,,0.5238,0.5216,0.9752,11,777,6,14
0_6,0.7682,0.5053,0.7355,0.48,0.6316,,0.5455,0.5383,0.9752,12,776,7,13
0_7,0.8105,0.5796,0.813,0.64,0.5926,,0.6154,0.6031,0.9752,16,772,11,9
0_8,0.8234,0.5121,0.7603,0.5385,0.5,,0.5185,0.5023,0.9678,14,768,14,12
0_9,0.8987,0.6437,0.8517,0.72,0.5806,,0.6429,0.6341,0.9752,18,769,13,7
0_Mean,0.7982,0.5461,0.7679,0.5498,0.5597,,0.5504,0.5385,0.9724,13.8,771.8,11.0,11.3
0_SD,0.0437,0.0777,0.0545,0.1097,0.0771,,0.0796,0.0814,0.0045,2.7406406388125952,3.119829055146024,2.9059326290271157,2.7507574714370344
Mean,0.7982,0.5461,0.7679,0.5498,0.5597,,0.5504,0.5385,0.9724,13.8,771.8,11.0,11.3
SD,0.0437,0.0777,0.0545,0.1097,0.0771,,0.0796,0.0814,0.0045,2.7406,3.1198,2.9059,2.7508
