,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8489,0.4082,0.7284,0.4706,0.4211,,0.4444,0.4326,0.9754,8,784,11,9
0_1,0.7365,0.3157,0.6126,0.2353,0.3333,,0.2759,0.2672,0.9741,4,787,8,13
0_2,0.6686,0.2863,0.6401,0.2941,0.3125,,0.303,0.2887,0.9717,5,784,11,12
0_3,0.7122,0.4557,0.7437,0.5,0.4444,,0.4706,0.4601,0.9778,8,785,10,8
0_4,0.8129,0.4864,0.7584,0.5294,0.4737,,0.5,0.4895,0.9778,9,784,10,8
0_5,0.8101,0.3174,0.6132,0.2353,0.3636,,0.2857,0.2805,0.9753,4,787,7,13
0_6,0.7869,0.391,0.6714,0.3529,0.4286,,0.3871,0.3771,0.9766,6,786,8,11
0_7,0.769,0.3849,0.699,0.4118,0.3889,,0.4,0.3869,0.9741,7,783,11,10
0_8,0.7803,0.3289,0.7277,0.4706,0.4,,0.4324,0.4207,0.9741,8,782,12,9
0_9,0.7534,0.4394,0.7321,0.4706,0.6154,,0.5333,0.5296,0.9827,8,789,5,9
0_Mean,0.7679,0.3814,0.6927,0.3971,0.4181,,0.4033,0.3933,0.976,6.7,785.1,9.3,10.2
0_SD,0.0528,0.0674,0.0547,0.1103,0.0852,,0.0905,0.0909,0.003,1.8287822299126935,2.1317702607092643,2.2135943621178655,1.9321835661585918
Mean,0.7679,0.3814,0.6927,0.3971,0.4182,,0.4032,0.3933,0.976,6.7,785.1,9.3,10.2
SD,0.0527,0.0674,0.0547,0.1103,0.0852,,0.0905,0.091,0.003,1.8288,2.1318,2.2136,1.9322
