,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6928,0.2525,0.6041,0.3286,0.2255,,0.2674,0.1768,0.8264,23,577,79,47
0_1,0.6523,0.2076,0.5602,0.2286,0.1839,,0.2038,0.1094,0.8278,16,585,71,54
0_2,0.6751,0.2241,0.6005,0.3,0.2442,,0.2692,0.1835,0.843,21,591,65,49
0_3,0.7341,0.2798,0.6464,0.3857,0.3068,,0.3418,0.2647,0.8567,27,595,61,43
0_4,0.6701,0.2526,0.6064,0.3286,0.2323,,0.2722,0.183,0.8306,23,580,76,47
0_5,0.6878,0.3068,0.6598,0.4203,0.3053,,0.3537,0.278,0.8538,29,590,66,40
0_6,0.6923,0.1951,0.5874,0.2754,0.2235,,0.2468,0.1594,0.84,19,590,66,50
0_7,0.7058,0.2481,0.6029,0.3143,0.2366,,0.2699,0.1818,0.8359,22,584,71,48
0_8,0.6997,0.2573,0.6338,0.3714,0.2766,,0.3171,0.2353,0.8455,26,587,68,44
0_9,0.7099,0.1912,0.5958,0.3,0.2283,,0.2593,0.17,0.8345,21,584,71,49
0_Mean,0.692,0.2415,0.6097,0.3253,0.2463,,0.2801,0.1942,0.8394,22.7,586.3,69.4,47.1
0_SD,0.0229,0.0371,0.0294,0.0559,0.0388,,0.0452,0.051,0.0104,3.8600518131237562,5.417051268397268,5.358275012642699,3.9567101935263786
Mean,0.692,0.2415,0.6097,0.3253,0.2463,,0.2801,0.1942,0.8394,22.7,586.3,69.4,47.1
SD,0.0229,0.0371,0.0293,0.0558,0.0388,,0.0452,0.051,0.0104,3.8601,5.4171,5.3583,3.9567
