,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6146,0.6713,0.6042,0.875,0.6364,,0.7368,0.2513,0.6429,7,2,4,1
0_1,0.9479,0.9691,0.875,0.75,1.0,,0.8571,0.75,0.8571,6,6,0,2
0_2,0.7917,0.807,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_3,0.8542,0.9204,0.7917,0.75,0.8571,,0.8,0.5774,0.7857,6,5,1,2
0_4,0.8646,0.9366,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_5,0.8021,0.8802,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_6,0.625,0.6631,0.6042,0.875,0.6364,,0.7368,0.2513,0.6429,7,2,4,1
0_7,0.7188,0.7669,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_8,0.5333,0.7846,0.3778,0.5556,0.5556,,0.5556,-0.2444,0.4286,5,1,4,4
0_9,0.8375,0.9086,0.7,1.0,0.7273,,0.8421,0.5394,0.7692,8,2,3,0
0_Mean,0.759,0.8308,0.664,0.7681,0.7286,,0.7391,0.352,0.6841,6.2,3.3,2.5,1.9
0_SD,0.1318,0.1091,0.1353,0.1395,0.1264,,0.0947,0.2749,0.1209,1.0327955589886444,1.5670212364724212,1.35400640077266,1.1972189997378646
Mean,0.759,0.8308,0.664,0.7681,0.7286,,0.7391,0.352,0.6841,6.2,3.3,2.5,1.9
SD,0.1318,0.1091,0.1353,0.1395,0.1264,,0.0947,0.2749,0.1209,1.0328,1.567,1.354,1.1972
