,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8255,0.3017,0.7171,0.4688,0.3571,,0.4054,0.3814,0.9458,15,753,27,17
0_1,0.8725,0.361,0.7515,0.5312,0.4359,,0.4789,0.4577,0.9544,17,758,22,15
0_2,0.746,0.1439,0.6182,0.2812,0.2045,,0.2368,0.2032,0.9286,9,745,35,23
0_3,0.8367,0.2927,0.689,0.4062,0.3714,,0.3881,0.3622,0.9495,13,758,22,19
0_4,0.8678,0.2169,0.6689,0.375,0.2927,,0.3288,0.3002,0.9397,12,751,29,20
0_5,0.8702,0.3261,0.6455,0.3333,0.25,,0.2857,0.2538,0.9323,11,746,33,22
0_6,0.7795,0.1601,0.5887,0.2121,0.2059,,0.209,0.1749,0.9347,7,752,27,26
0_7,0.8455,0.2757,0.6658,0.3636,0.3243,,0.3429,0.3139,0.9433,12,754,25,21
0_8,0.835,0.2563,0.6606,0.3636,0.2667,,0.3077,0.2773,0.9335,12,746,33,21
0_9,0.8725,0.3169,0.7177,0.4688,0.3659,,0.411,0.3869,0.947,15,753,26,17
0_Mean,0.8351,0.2651,0.6723,0.3804,0.3074,,0.3394,0.3111,0.9409,12.3,751.6,27.9,20.1
0_SD,0.0426,0.0714,0.0488,0.0943,0.0766,,0.0836,0.0879,0.0085,2.94580681270476,4.6951511631090685,4.557045826702499,3.2472210341220142
Mean,0.8351,0.2651,0.6723,0.3804,0.3074,,0.3394,0.3112,0.9409,12.3,751.6,27.9,20.1
SD,0.0426,0.0714,0.0488,0.0943,0.0766,,0.0836,0.0879,0.0085,2.9458,4.6952,4.557,3.2472
