,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7906,0.2089,0.6007,0.2449,0.2667,,0.2553,0.2095,0.9132,12,724,33,37
0_1,0.8018,0.2361,0.6546,0.3542,0.3333,,0.3434,0.3006,0.9193,17,723,34,31
0_2,0.7581,0.3495,0.6807,0.3958,0.4222,,0.4086,0.3726,0.9317,19,731,26,29
0_3,0.7059,0.2083,0.5966,0.25,0.2182,,0.233,0.1813,0.9019,12,714,43,36
0_4,0.7291,0.247,0.6331,0.3125,0.3,,0.3061,0.2612,0.9155,15,722,35,33
0_5,0.7843,0.3331,0.6202,0.2708,0.3611,,0.3095,0.2755,0.928,13,734,23,35
0_6,0.7018,0.1986,0.6088,0.2653,0.2653,,0.2653,0.2177,0.9106,13,720,36,36
0_7,0.7686,0.2601,0.6197,0.2857,0.2857,,0.2857,0.2394,0.913,14,721,35,35
0_8,0.7052,0.1568,0.5865,0.2245,0.22,,0.2222,0.1713,0.9043,11,717,39,38
0_9,0.7434,0.2574,0.621,0.2857,0.2979,,0.2917,0.2468,0.9155,14,723,33,35
0_Mean,0.7489,0.2456,0.6222,0.2889,0.297,,0.2921,0.2476,0.9153,14.0,722.9,33.7,34.5
0_SD,0.0375,0.0594,0.0283,0.0524,0.0626,,0.055,0.0597,0.0093,2.449489742783178,5.933895104491746,5.755190893638735,2.758824226207808
Mean,0.7489,0.2456,0.6222,0.2889,0.297,,0.2921,0.2476,0.9153,14.0,722.9,33.7,34.5
SD,0.0375,0.0594,0.0282,0.0524,0.0626,,0.055,0.0597,0.0093,2.4495,5.9339,5.7552,2.7588
