,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6759,0.2766,0.625,0.25,1.0,,0.4,0.499,0.9959,1,730,0,3
0_1,0.6674,0.006,0.5,0.0,,,,0.0,0.9959,0,730,0,3
0_2,0.8767,0.3425,0.6653,0.3333,0.3333,,0.3333,0.3306,0.9945,1,728,2,2
0_3,0.95,0.0332,0.5,0.0,,,,0.0,0.9959,0,730,0,3
0_4,0.9144,0.1379,0.8306,0.6667,0.3333,,0.4444,0.4685,0.9932,2,726,4,1
0_5,0.6674,0.0059,0.4993,0.0,0.0,,,-0.0024,0.9945,0,729,1,3
0_6,0.7053,0.0111,0.4973,0.0,0.0,,,-0.0047,0.9905,0,726,4,3
0_7,0.7838,0.3965,0.6667,0.3333,1.0,,0.5,0.5766,0.9973,1,730,0,2
0_8,0.7852,0.4745,0.6653,0.3333,0.3333,,0.3333,0.3306,0.9945,1,728,2,2
0_9,0.6631,0.0511,0.6236,0.25,0.3333,,0.2857,0.2853,0.9932,1,727,2,3
0_Mean,0.7689,0.1735,0.6073,0.2167,0.4167,,0.3828,0.2483,0.9945,0.7,728.4,1.5,2.5
0_SD,0.1109,0.182,0.1093,0.2194,0.3883,,0.0802,0.2319,0.0019,0.6749485577105528,1.6465452046971292,1.5811388300841898,0.7071067811865476
Mean,0.7689,0.1735,0.6073,0.2167,0.4166,,0.3828,0.2484,0.9945,0.7,728.4,1.5,2.5
SD,0.1108,0.182,0.1093,0.2194,0.3883,,0.0802,0.2319,0.0019,0.6749,1.6465,1.5811,0.7071
