,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9322,0.4781,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,729,1,2
0_1,0.9311,0.0527,0.4993,0.0,0.0,,,-0.0024,0.9945,0,729,1,3
0_2,0.7594,0.0192,0.4986,0.0,0.0,,,-0.0034,0.9932,0,728,2,3
0_3,0.9123,0.0212,0.4979,0.0,0.0,,,-0.0041,0.9918,0,727,3,3
0_4,0.9927,0.4951,0.6667,0.3333,1.0,,0.5,0.5766,0.9973,1,730,0,2
0_5,0.7724,0.0351,0.4986,0.0,0.0,,,-0.0034,0.9932,0,728,2,3
0_6,0.9616,0.1145,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,729,1,2
0_7,0.7719,0.3498,0.6667,0.3333,1.0,,0.5,0.5766,0.9973,1,730,0,2
0_8,0.5712,0.0238,0.4973,0.0,0.0,,,-0.0047,0.9905,0,726,4,3
0_9,0.833,0.3259,0.6236,0.25,0.3333,,0.2857,0.2853,0.9932,1,727,2,3
0_Mean,0.8438,0.1916,0.5781,0.1583,0.3333,,0.4171,0.2233,0.9943,0.5,728.3,1.6,2.6
0_SD,0.1282,0.1983,0.085,0.1687,0.4082,,0.0889,0.2534,0.0023,0.5270462766947299,1.3374935098492586,1.2649110640673518,0.5163977794943223
Mean,0.8438,0.1915,0.5781,0.1583,0.3333,,0.4171,0.2233,0.9943,0.5,728.3,1.6,2.6
SD,0.1282,0.1983,0.085,0.1687,0.4082,,0.0889,0.2534,0.0023,0.527,1.3375,1.2649,0.5164
