,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8641,0.071,0.5604,0.125,0.25,,0.1667,0.1705,0.9864,1,722,3,7
0_1,0.6752,0.0704,0.557,0.125,0.1111,,0.1176,0.1075,0.9795,1,717,8,7
0_2,0.6969,0.0326,0.4993,0.0,0.0,,,-0.0039,0.9877,0,724,1,8
0_3,0.8316,0.4125,0.6861,0.375,0.6,,0.4615,0.4699,0.9905,3,723,2,5
0_4,0.8181,0.1511,0.5507,0.1111,0.125,,0.1176,0.1075,0.9795,1,717,7,8
0_5,0.7276,0.0998,0.5597,0.125,0.2,,0.1538,0.1508,0.985,1,720,4,7
0_6,0.846,0.0776,0.5604,0.125,0.25,,0.1667,0.1704,0.9863,1,721,3,7
0_7,0.6533,0.0312,0.4986,0.0,0.0,,,-0.0055,0.9863,0,722,2,8
0_8,0.7716,0.3175,0.6215,0.25,0.2857,,0.2667,0.2597,0.985,2,719,5,6
0_9,0.7749,0.3541,0.6868,0.375,0.75,,0.5,0.5269,0.9918,3,723,1,5
0_Mean,0.7659,0.1618,0.5781,0.1611,0.2572,,0.2438,0.1954,0.9858,1.3,720.8,3.6,6.8
0_SD,0.0748,0.1435,0.0667,0.1329,0.244,,0.1537,0.1789,0.004,1.0593499054713804,2.4855135843076335,2.4129281427805145,1.1352924243950933
Mean,0.7659,0.1618,0.578,0.1611,0.2572,,0.2438,0.1954,0.9858,1.3,720.8,3.6,6.8
SD,0.0748,0.1436,0.0667,0.1329,0.244,,0.1537,0.1789,0.004,1.0593,2.4855,2.4129,1.1353
