,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8305,0.1746,0.5975,0.2,0.3333,,0.25,0.2511,0.9852,2,798,4,8
0_1,0.6806,0.0825,0.5975,0.2,0.3333,,0.25,0.2511,0.9852,2,798,4,8
0_2,0.8972,0.3451,0.6463,0.3,0.3333,,0.3158,0.3081,0.984,3,796,6,7
0_3,0.7723,0.0779,0.5475,0.1,0.2,,0.1333,0.134,0.984,1,798,4,9
0_4,0.8566,0.4135,0.5909,0.1818,1.0,,0.3077,0.424,0.9889,2,801,0,9
0_5,0.9246,0.2149,0.5423,0.0909,0.1667,,0.1176,0.1143,0.9815,1,796,5,10
0_6,0.7802,0.3232,0.6351,0.2727,0.6,,0.375,0.3993,0.9877,3,799,2,8
0_7,0.837,0.105,0.5872,0.1818,0.25,,0.2105,0.204,0.9815,2,795,6,9
0_8,0.923,0.3728,0.6345,0.2727,0.5,,0.3529,0.3631,0.9865,3,798,3,8
0_9,0.8943,0.1512,0.5988,0.2,0.5,,0.2857,0.3111,0.9877,2,799,2,8
0_Mean,0.8396,0.2261,0.5978,0.2,0.4217,,0.2599,0.276,0.9852,2.1,797.8,3.6,8.4
0_SD,0.0776,0.1273,0.0347,0.0692,0.2462,,0.0862,0.1053,0.0025,0.7378647873726218,1.7511900715418263,1.8973665961010278,0.8432740427115678
Mean,0.8396,0.2261,0.5978,0.2,0.4217,,0.2599,0.276,0.9852,2.1,797.8,3.6,8.4
SD,0.0776,0.1273,0.0347,0.0692,0.2462,,0.0862,0.1052,0.0025,0.7379,1.7512,1.8974,0.8433
