,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.817,0.3568,0.6518,0.3125,0.4167,,0.3571,0.3498,0.9778,5,788,7,11
0_1,0.7742,0.1053,0.5581,0.125,0.2222,,0.16,0.1542,0.9741,2,788,7,14
0_2,0.7919,0.1257,0.6168,0.25,0.2353,,0.2424,0.2268,0.9692,4,782,13,12
0_3,0.8069,0.3081,0.6433,0.2941,0.4545,,0.3571,0.3549,0.9778,5,788,6,12
0_4,0.845,0.5352,0.7046,0.4118,0.7778,,0.5385,0.5596,0.9852,7,792,2,10
0_5,0.8784,0.5225,0.7609,0.5294,0.6,,0.5625,0.5549,0.9827,9,788,6,8
0_6,0.788,0.1196,0.5832,0.1765,0.2727,,0.2143,0.2061,0.9729,3,786,8,14
0_7,0.7324,0.1564,0.5851,0.1765,0.375,,0.24,0.2467,0.9766,3,789,5,14
0_8,0.7362,0.3463,0.62,0.25,0.3333,,0.2857,0.2763,0.9753,4,786,8,12
0_9,0.7938,0.424,0.7156,0.4375,0.5833,,0.5,0.4967,0.9827,7,789,5,9
0_Mean,0.7964,0.3,0.6439,0.2963,0.4271,,0.3458,0.3426,0.9774,4.9,787.6,6.7,11.6
0_SD,0.0446,0.1657,0.0653,0.1292,0.1802,,0.1435,0.148,0.005,2.1832697191750423,2.590581230363393,2.8303906287138374,2.118699810942761
Mean,0.7964,0.3,0.6439,0.2963,0.4271,,0.3458,0.3426,0.9774,4.9,787.6,6.7,11.6
SD,0.0446,0.1657,0.0653,0.1292,0.1802,,0.1435,0.148,0.005,2.1833,2.5906,2.8304,2.1187
