,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7706,0.3287,0.686,0.381,0.5333,,0.4444,0.4386,0.9752,8,780,7,13
0_1,0.7174,0.1589,0.6121,0.2381,0.3125,,0.2703,0.2559,0.9666,5,776,11,16
0_2,0.734,0.1312,0.5651,0.1429,0.2308,,0.1765,0.1646,0.9653,3,777,10,18
0_3,0.605,0.1646,0.6035,0.2273,0.2381,,0.2326,0.2117,0.9592,5,770,16,17
0_4,0.6891,0.157,0.5889,0.1905,0.2857,,0.2286,0.2167,0.9665,4,776,10,17
0_5,0.7125,0.0746,0.5368,0.0952,0.1053,,0.1,0.0773,0.9554,2,769,17,19
0_6,0.708,0.166,0.5638,0.1429,0.2,,0.1667,0.1504,0.9628,3,774,12,18
0_7,0.8005,0.4621,0.7279,0.4762,0.3846,,0.4255,0.411,0.9665,10,770,16,11
0_8,0.7807,0.1592,0.5851,0.1905,0.2,,0.1951,0.1742,0.9591,4,770,16,17
0_9,0.7578,0.3197,0.632,0.2857,0.2609,,0.2727,0.2527,0.9603,6,769,17,15
0_Mean,0.7275,0.2122,0.6101,0.237,0.2751,,0.2512,0.2353,0.9637,5.0,773.1,13.2,16.1
0_SD,0.056,0.1184,0.0585,0.1167,0.1173,,0.1096,0.1129,0.0056,2.449489742783178,3.984692933938295,3.6147844564602556,2.4698178070456938
Mean,0.7276,0.2122,0.6101,0.237,0.2751,,0.2512,0.2353,0.9637,5.0,773.1,13.2,16.1
SD,0.0559,0.1184,0.0585,0.1167,0.1173,,0.1096,0.1129,0.0056,2.4495,3.9847,3.6148,2.4698
