,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6,0.65,0.8,0.6667,0.7273,0.3162,0.6667
0_1,0.2875,0.375,0.5,0.4545,0.4762,-0.2548,0.3889
0_2,0.5625,0.45,0.4,0.5,0.4444,-0.1,0.4444
0_3,0.6623,0.5519,0.8182,0.6429,0.72,0.1218,0.6111
0_4,0.9091,0.7662,0.8182,0.8182,0.8182,0.5325,0.7778
0_5,0.7429,0.6357,0.7,0.7,0.7,0.2714,0.6471
0_6,0.6143,0.4714,0.8,0.5714,0.6667,-0.0738,0.5294
0_7,0.4143,0.4429,0.6,0.5455,0.5714,-0.1177,0.4706
0_8,0.6143,0.5357,0.5,0.625,0.5556,0.0704,0.5294
0_9,0.4857,0.5643,0.7,0.6364,0.6667,0.1324,0.5882
0_Mean,0.5893,0.5443,0.6636,0.616,0.6346,0.0898,0.5654
0_SD,0.1718,0.1167,0.1545,0.1045,0.119,0.2376,0.1164
Mean,0.5893,0.5443,0.6636,0.6161,0.6346,0.0898,0.5654
SD,0.1718,0.1166,0.1545,0.1045,0.119,0.2376,0.1164
