,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7428,0.6737,0.375,0.1304,0.1935,0.2071,0.9659
0_1,0.472,0.4869,0.0,0.0,,-0.0171,0.9632
0_2,0.8058,0.6758,0.375,0.15,0.2143,0.2242,0.97
0_3,0.6314,0.5556,0.125,0.0909,0.1053,0.0951,0.9768
0_4,0.7135,0.6119,0.25,0.0952,0.1379,0.1394,0.9659
0_5,0.7796,0.6098,0.25,0.0833,0.125,0.1283,0.9619
0_6,0.8413,0.6105,0.25,0.087,0.129,0.1318,0.9632
0_7,0.7753,0.7077,0.4444,0.16,0.2353,0.2521,0.9646
0_8,0.4038,0.491,0.0,0.0,,-0.015,0.97
0_9,0.7493,0.5445,0.1111,0.0588,0.0769,0.0651,0.9673
0_Mean,0.6915,0.5968,0.2181,0.0856,0.1522,0.1211,0.9669
0_SD,0.1458,0.0766,0.1559,0.055,0.0558,0.0926,0.0045
Mean,0.6915,0.5967,0.218,0.0856,0.1521,0.1211,0.9669
SD,0.1458,0.0766,0.1559,0.055,0.0558,0.0926,0.0044
