,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.668,0.6149,0.2857,0.12,0.169,0.1518,0.9271
0_1,0.6543,0.6143,0.2857,0.1176,0.1667,0.1496,0.9258
0_2,0.6737,0.616,0.2727,0.1579,0.2,0.1784,0.9407
0_3,0.5531,0.5724,0.1905,0.1,0.1311,0.1062,0.9344
0_4,0.6412,0.5641,0.1905,0.0755,0.1081,0.0824,0.9183
0_5,0.6384,0.6,0.2381,0.1429,0.1786,0.1563,0.9431
0_6,0.6746,0.6387,0.3333,0.1373,0.1944,0.1815,0.9282
0_7,0.8192,0.6559,0.3333,0.2917,0.3111,0.2922,0.9616
0_8,0.7692,0.6457,0.3333,0.175,0.2295,0.2137,0.9418
0_9,0.6816,0.6219,0.2857,0.1538,0.2,0.181,0.9406
0_Mean,0.6773,0.6144,0.2749,0.1472,0.1889,0.1693,0.9362
0_SD,0.0726,0.0295,0.054,0.0586,0.0555,0.0576,0.0122
Mean,0.6773,0.6144,0.2749,0.1472,0.1889,0.1693,0.9362
SD,0.0726,0.0295,0.0539,0.0586,0.0555,0.0576,0.0122
