,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6305,0.4963,0.0,0.0,,-0.0052,0.9889
0_1,0.8549,0.8327,0.6667,0.6667,0.6667,0.6654,0.9975
0_2,0.7123,0.4975,0.0,0.0,,-0.0043,0.9914
0_3,0.529,0.4969,0.0,0.0,,-0.0039,0.9914
0_4,0.9248,0.7463,0.5,0.1429,0.2222,0.2641,0.9914
0_5,0.9379,0.6642,0.3333,0.2,0.25,0.2547,0.9926
0_6,0.9691,0.8309,0.6667,0.3333,0.4444,0.4688,0.9938
0_7,0.5276,0.663,0.3333,0.1429,0.2,0.2139,0.9902
0_8,0.6453,0.666,0.3333,0.5,0.4,0.4065,0.9963
0_9,0.6222,0.6617,0.3333,0.1111,0.1667,0.1874,0.9877
0_Mean,0.7354,0.6556,0.3167,0.2097,0.3357,0.2447,0.9921
0_SD,0.1713,0.1274,0.254,0.2258,0.1792,0.2222,0.0031
Mean,0.7354,0.6556,0.3167,0.2097,0.3357,0.2447,0.9921
SD,0.1713,0.1274,0.254,0.2258,0.1792,0.2222,0.0031
