,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8715,0.8277,0.6667,0.4706,0.5517,0.5524,0.984
0_1,0.8131,0.8368,0.6923,0.375,0.4865,0.4991,0.9766
0_2,0.7566,0.8368,0.6923,0.375,0.4865,0.4991,0.9766
0_3,0.8899,0.8708,0.7692,0.3125,0.4444,0.4784,0.9692
0_4,0.7768,0.7648,0.5385,0.5,0.5185,0.5107,0.984
0_5,0.7872,0.7983,0.6154,0.3478,0.4444,0.4514,0.9753
0_6,0.7974,0.7636,0.5385,0.4375,0.4828,0.4761,0.9815
0_7,0.7952,0.7611,0.5385,0.35,0.4242,0.4228,0.9766
0_8,0.9365,0.797,0.6154,0.32,0.4211,0.4317,0.9729
0_9,0.7735,0.74,0.5,0.2727,0.3529,0.3567,0.9728
0_Mean,0.8198,0.7997,0.6167,0.3761,0.4613,0.4679,0.9769
0_SD,0.0591,0.0424,0.0877,0.0726,0.0563,0.0549,0.0049
Mean,0.8198,0.7997,0.6167,0.3761,0.4613,0.4678,0.9769
SD,0.0591,0.0424,0.0877,0.0726,0.0563,0.0549,0.0049
