,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5157,0.5124,0.0588,0.0357,0.0444,0.0194,0.9468
0_1,0.5525,0.5567,0.1765,0.0566,0.0857,0.0657,0.9209
0_2,0.6576,0.6012,0.2353,0.1333,0.1702,0.1537,0.9518
0_3,0.5784,0.5061,0.0588,0.0263,0.0364,0.0082,0.9345
0_4,0.6613,0.5706,0.1765,0.0968,0.125,0.1054,0.9481
0_5,0.6594,0.5962,0.2353,0.1053,0.1455,0.1304,0.9419
0_6,0.6549,0.5993,0.2353,0.1212,0.16,0.1441,0.9481
0_7,0.5517,0.5298,0.1176,0.0417,0.0615,0.0362,0.9246
0_8,0.7015,0.5624,0.1765,0.0682,0.0984,0.0789,0.932
0_9,0.5857,0.563,0.1765,0.0698,0.1,0.0805,0.9333
0_Mean,0.6119,0.5598,0.1647,0.0755,0.1027,0.0822,0.9382
0_SD,0.0623,0.0346,0.0668,0.0371,0.0471,0.0512,0.0107
Mean,0.6119,0.5598,0.1647,0.0755,0.1027,0.0822,0.9382
SD,0.0623,0.0346,0.0668,0.0371,0.0471,0.0512,0.0107
