,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8918,0.4939,0.0,0.0,,-0.0071,0.9837
0_1,0.7267,0.6626,0.3333,0.1429,0.2,0.2134,0.9891
0_2,0.7749,0.6209,0.25,0.1429,0.1818,0.1832,0.9878
0_3,0.6066,0.4973,0.0,0.0,,-0.0055,0.9891
0_4,0.9294,0.8279,0.6667,0.2,0.3077,0.3609,0.9878
0_5,0.6781,0.4959,0.0,0.0,,-0.0058,0.9878
0_6,0.924,0.6626,0.3333,0.1429,0.2,0.2134,0.9891
0_7,0.9822,0.8299,0.6667,0.2857,0.4,0.4331,0.9918
0_8,0.5574,0.6598,0.3333,0.0909,0.1429,0.1679,0.9837
0_9,0.6097,0.6633,0.3333,0.1667,0.2222,0.2313,0.9905
0_Mean,0.7681,0.6414,0.2917,0.1172,0.2364,0.1785,0.988
0_SD,0.1552,0.123,0.2461,0.0952,0.088,0.1512,0.0026
Mean,0.7681,0.6414,0.2917,0.1172,0.2364,0.1785,0.988
SD,0.1552,0.123,0.2461,0.0952,0.088,0.1512,0.0026
