,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8187,0.3038,0.6085,0.2381,0.25,,0.2439,0.2222,0.9577,5,696,15,16
0_1,0.907,0.2395,0.5896,0.1905,0.3333,,0.2424,0.2356,0.9658,4,703,8,17
0_2,0.7425,0.1402,0.559,0.1364,0.1875,,0.1579,0.1378,0.9563,3,697,13,19
0_3,0.8897,0.2905,0.6059,0.2273,0.3125,,0.2632,0.2473,0.9617,5,699,11,17
0_4,0.8569,0.2887,0.6713,0.3636,0.3478,,0.3556,0.3352,0.9604,8,695,15,14
0_5,0.8321,0.2213,0.5896,0.1905,0.3333,,0.2424,0.2356,0.9658,4,702,8,17
0_6,0.7418,0.1617,0.6358,0.2857,0.375,,0.3243,0.3101,0.9658,6,700,10,15
0_7,0.7137,0.2125,0.6568,0.3333,0.3333,,0.3333,0.3136,0.9617,7,696,14,14
0_8,0.7654,0.217,0.591,0.1905,0.4,,0.2581,0.2618,0.9685,4,704,6,17
0_9,0.8102,0.1737,0.6372,0.2857,0.4286,,0.3429,0.3345,0.9685,6,702,8,15
0_Mean,0.8078,0.2249,0.6145,0.2442,0.3301,,0.2764,0.2634,0.9632,5.2,699.4,10.8,16.1
0_SD,0.0658,0.0566,0.0349,0.0717,0.0699,,0.0616,0.0616,0.0043,1.5491933384829668,3.272783388968954,3.2930904093942583,1.5951314818673865
Mean,0.8078,0.2249,0.6145,0.2442,0.3301,,0.2764,0.2634,0.9632,5.2,699.4,10.8,16.1
SD,0.0658,0.0566,0.0349,0.0717,0.0699,,0.0616,0.0616,0.0043,1.5492,3.2728,3.2931,1.5951
