,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9167,0.6874,0.8308,0.6667,0.6667,,0.6667,0.6617,0.9901,8,795,4,4
0_1,0.9122,0.7317,0.8455,0.6923,0.9,,0.7826,0.7864,0.9938,9,797,1,4
0_2,0.8952,0.7088,0.8443,0.6923,0.75,,0.72,0.7162,0.9914,9,795,3,4
0_3,0.9624,0.7176,0.8058,0.6154,0.7273,,0.6667,0.6641,0.9901,8,795,3,5
0_4,0.7794,0.5218,0.768,0.5385,0.7778,,0.6364,0.6425,0.9901,7,796,2,6
0_5,0.9012,0.6147,0.8052,0.6154,0.6667,,0.64,0.6349,0.9889,8,794,4,5
0_6,0.8902,0.6148,0.7674,0.5385,0.7,,0.6087,0.6085,0.9889,7,795,3,6
0_7,0.7889,0.5196,0.7289,0.4615,0.6667,,0.5455,0.5488,0.9877,6,795,3,7
0_8,0.8775,0.5506,0.8418,0.6923,0.5625,,0.6207,0.6173,0.9864,9,791,7,4
0_9,0.8123,0.5314,0.7462,0.5,0.5,,0.5,0.4925,0.9852,6,792,6,6
0_Mean,0.8736,0.6199,0.7984,0.6013,0.6918,,0.6387,0.6373,0.9893,7.7,794.5,3.6,5.1
0_SD,0.0601,0.0862,0.0432,0.0864,0.111,,0.0803,0.0815,0.0025,1.1595018087284057,1.7795130420052185,1.776388345929897,1.1005049346146119
Mean,0.8736,0.6198,0.7984,0.6013,0.6918,,0.6387,0.6373,0.9893,7.7,794.5,3.6,5.1
SD,0.0601,0.0862,0.0432,0.0864,0.111,,0.0803,0.0815,0.0025,1.1595,1.7795,1.7764,1.1005
