,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7898,0.4217,0.6996,0.4118,0.4118,,0.4118,0.3992,0.9754,7,785,10,10
0_1,0.7288,0.3349,0.6433,0.2941,0.4545,,0.3571,0.3549,0.9778,5,789,6,12
0_2,0.7187,0.2455,0.6518,0.3125,0.4167,,0.3571,0.3498,0.9778,5,788,7,11
0_3,0.6802,0.4494,0.7008,0.4118,0.4667,,0.4375,0.4271,0.9778,7,786,8,10
0_4,0.7393,0.4125,0.7296,0.4706,0.4706,,0.4706,0.4593,0.9778,8,785,9,9
0_5,0.7328,0.3456,0.6395,0.2941,0.2941,,0.2941,0.279,0.9704,5,782,12,12
0_6,0.8346,0.3639,0.6132,0.2353,0.3636,,0.2857,0.2805,0.9753,4,787,7,13
0_7,0.7886,0.4041,0.7008,0.4118,0.4667,,0.4375,0.4271,0.9778,7,786,8,10
0_8,0.8432,0.516,0.7027,0.4118,0.5833,,0.4828,0.4811,0.9815,7,789,5,10
0_9,0.8018,0.4609,0.7027,0.4118,0.5833,,0.4828,0.4811,0.9815,7,789,5,10
0_Mean,0.7658,0.3955,0.6784,0.3665,0.4511,,0.4017,0.3939,0.9773,6.2,786.6,7.7,10.7
0_SD,0.0536,0.0763,0.038,0.0758,0.0887,,0.0742,0.0754,0.0032,1.3165611772087666,2.270584848790187,2.2135943621178655,1.2516655570345725
Mean,0.7658,0.3954,0.6784,0.3666,0.4511,,0.4017,0.3939,0.9773,6.2,786.6,7.7,10.7
SD,0.0536,0.0763,0.0379,0.0758,0.0887,,0.0742,0.0755,0.0032,1.3166,2.2706,2.2136,1.2517
