,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.834,0.7501,0.6927,0.5417,0.7222,,0.619,0.4084,0.7143,13,27,5,11
0_1,0.8606,0.8321,0.7755,0.68,0.8095,,0.7391,0.5658,0.7857,17,27,4,8
0_2,0.7239,0.7067,0.6748,0.64,0.64,,0.64,0.3497,0.6786,16,22,9,9
0_3,0.8019,0.7945,0.6503,0.72,0.5806,,0.6429,0.3006,0.6429,18,18,13,7
0_4,0.8555,0.7815,0.7832,0.76,0.76,,0.76,0.5665,0.7857,19,25,6,6
0_5,0.8219,0.8232,0.7232,0.64,0.7273,,0.6809,0.4544,0.7321,16,25,6,9
0_6,0.7206,0.6955,0.6387,0.6,0.6,,0.6,0.2774,0.6429,15,21,10,10
0_7,0.7116,0.6351,0.6348,0.56,0.6087,,0.5833,0.2725,0.6429,14,22,9,11
0_8,0.7332,0.6714,0.6371,0.5,0.6316,,0.5581,0.286,0.6545,12,24,7,12
0_9,0.7426,0.721,0.6465,0.5833,0.6087,,0.5957,0.2946,0.6545,14,22,9,10
0_Mean,0.7806,0.7411,0.6857,0.6225,0.6689,,0.6419,0.3776,0.6934,15.4,23.3,7.8,9.3
0_SD,0.0599,0.0661,0.0569,0.0815,0.0791,,0.0665,0.1159,0.0576,2.2211108331943574,2.8303906287138374,2.6997942308422114,1.888562063228706
Mean,0.7806,0.7411,0.6857,0.6225,0.6689,,0.6419,0.3776,0.6934,15.4,23.3,7.8,9.3
SD,0.0599,0.0661,0.0569,0.0815,0.0791,,0.0665,0.116,0.0576,2.2211,2.8304,2.6998,1.8886
