,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5878,0.0066,0.4994,0.0,0.0,,,-0.0021,0.9951,0,810,1,3
0_1,0.7945,0.669,0.8333,0.6667,1.0,,0.8,0.816,0.9988,2,811,0,1
0_2,0.5709,0.0054,0.4994,0.0,0.0,,,-0.0021,0.9951,0,810,1,3
0_3,0.6473,0.0048,0.4994,0.0,0.0,,,-0.0017,0.9963,0,810,1,2
0_4,0.7035,0.5023,0.75,0.5,1.0,,0.6667,0.7067,0.9988,1,811,0,1
0_5,0.7358,0.3393,0.6667,0.3333,1.0,,0.5,0.5766,0.9975,1,810,0,2
0_6,0.7949,0.669,0.8333,0.6667,1.0,,0.8,0.816,0.9988,2,810,0,1
0_7,0.5979,0.3365,0.666,0.3333,0.5,,0.4,0.4065,0.9963,1,809,1,2
0_8,0.6025,0.3367,0.6667,0.3333,1.0,,0.5,0.5766,0.9975,1,810,0,2
0_9,0.7765,0.345,0.6667,0.3333,1.0,,0.5,0.5766,0.9975,1,810,0,2
0_Mean,0.6812,0.3215,0.6581,0.3167,0.65,,0.5952,0.4469,0.9972,0.9,810.1,0.4,1.9
0_SD,0.0904,0.2527,0.1272,0.254,0.4743,,0.1604,0.3328,0.0014,0.7378647873726218,0.5676462121975466,0.5163977794943223,0.7378647873726218
Mean,0.6812,0.3215,0.6581,0.3167,0.65,,0.5952,0.4469,0.9972,0.9,810.1,0.4,1.9
SD,0.0904,0.2527,0.1272,0.254,0.4743,,0.1604,0.3328,0.0014,0.7379,0.5676,0.5164,0.7379
