,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7776,0.4494,0.753,0.52,0.5417,,0.5306,0.5161,0.9716,13,775,11,12
0_1,0.9198,0.6579,0.7962,0.6,0.7143,,0.6522,0.6447,0.9803,15,780,6,10
0_2,0.7831,0.4729,0.7724,0.56,0.5385,,0.549,0.5345,0.9716,14,774,12,11
0_3,0.8764,0.5741,0.7387,0.48,0.8571,,0.6154,0.6336,0.9815,12,784,2,13
0_4,0.8524,0.4438,0.713,0.44,0.5,,0.4681,0.4533,0.9692,11,775,11,14
0_5,0.7857,0.5466,0.7517,0.52,0.5,,0.5098,0.494,0.9692,13,773,13,12
0_6,0.806,0.5735,0.7543,0.52,0.5909,,0.5532,0.5411,0.9741,13,777,9,12
0_7,0.8971,0.6929,0.8237,0.6538,0.7727,,0.7083,0.7021,0.9827,17,780,5,9
0_8,0.9172,0.6339,0.8155,0.64,0.6957,,0.6667,0.6571,0.9802,16,778,7,9
0_9,0.8569,0.5004,0.7162,0.44,0.6471,,0.5238,0.5217,0.9753,11,779,6,14
0_Mean,0.8472,0.5545,0.7635,0.5374,0.6358,,0.5777,0.5698,0.9756,13.5,777.5,8.2,11.6
0_SD,0.0558,0.0881,0.0383,0.0758,0.1224,,0.0783,0.0826,0.0052,2.0138409955990952,3.3747427885527643,3.552776691859794,1.837873166945363
Mean,0.8472,0.5545,0.7635,0.5374,0.6358,,0.5777,0.5698,0.9756,13.5,777.5,8.2,11.6
SD,0.0558,0.0881,0.0383,0.0758,0.1224,,0.0783,0.0826,0.0052,2.0138,3.3747,3.5528,1.8379
