,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.771,0.1465,0.5935,0.2424,0.1569,,0.1905,0.1522,0.9159,8,733,43,25
0_1,0.8782,0.3965,0.725,0.4848,0.3721,,0.4211,0.3968,0.9456,16,749,27,17
0_2,0.8385,0.2268,0.6638,0.3636,0.3,,0.3288,0.2989,0.9394,12,748,28,21
0_3,0.8136,0.2164,0.5938,0.2121,0.2692,,0.2373,0.2104,0.9444,7,757,19,26
0_4,0.8512,0.2032,0.6643,0.375,0.25,,0.3,0.2711,0.9307,12,740,36,20
0_5,0.8826,0.3537,0.7542,0.5625,0.3,,0.3913,0.3782,0.9307,18,734,42,14
0_6,0.8731,0.3129,0.7535,0.5625,0.2951,,0.3871,0.3743,0.9295,18,733,43,14
0_7,0.8091,0.2678,0.6363,0.3125,0.2439,,0.274,0.2422,0.9344,10,745,31,22
0_8,0.8086,0.2035,0.6448,0.3438,0.2075,,0.2588,0.2282,0.922,11,734,42,21
0_9,0.8353,0.248,0.6551,0.3438,0.2973,,0.3188,0.2895,0.9418,11,750,26,21
0_Mean,0.8361,0.2575,0.6684,0.3803,0.2692,,0.3108,0.2842,0.9334,12.3,742.3,33.7,20.1
0_SD,0.0362,0.0765,0.0585,0.1212,0.059,,0.0737,0.0802,0.0097,3.8600518131237562,8.667307668602875,8.667307668602877,4.067486256208427
Mean,0.8361,0.2575,0.6684,0.3803,0.2692,,0.3108,0.2842,0.9334,12.3,742.3,33.7,20.1
SD,0.0362,0.0765,0.0585,0.1212,0.059,,0.0737,0.0802,0.0097,3.8601,8.6673,8.6673,4.0675
