,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7426,0.2253,0.5902,0.1905,0.3333,,0.2424,0.2372,0.9691,4,780,8,17
0_1,0.6676,0.0859,0.567,0.1429,0.3,,0.1935,0.1928,0.9691,3,781,7,18
0_2,0.7458,0.1707,0.5631,0.1364,0.2727,,0.1818,0.1772,0.9666,3,779,8,19
0_3,0.667,0.1187,0.5908,0.1905,0.3636,,0.25,0.2493,0.9703,4,780,7,17
0_4,0.621,0.0967,0.5387,0.0952,0.125,,0.1081,0.0884,0.9592,2,773,14,19
0_5,0.721,0.0812,0.54,0.0952,0.1429,,0.1143,0.0975,0.9616,2,775,12,19
0_6,0.7786,0.1534,0.6359,0.2857,0.3529,,0.3158,0.3013,0.9678,6,776,11,15
0_7,0.8264,0.3411,0.6384,0.2857,0.4615,,0.3529,0.3501,0.9728,6,780,7,15
0_8,0.7871,0.176,0.5413,0.0952,0.1667,,0.1212,0.1086,0.9641,2,777,10,19
0_9,0.7632,0.2625,0.5895,0.1905,0.3077,,0.2353,0.2264,0.9678,4,778,9,17
0_Mean,0.732,0.1711,0.5795,0.1708,0.2826,,0.2115,0.2029,0.9668,3.6,777.9,9.3,17.5
0_SD,0.0634,0.0844,0.0367,0.072,0.108,,0.0839,0.0876,0.0041,1.5055453054181622,2.601281735350223,2.406010991015812,1.5811388300841898
Mean,0.732,0.1712,0.5795,0.1708,0.2826,,0.2115,0.2029,0.9668,3.6,777.9,9.3,17.5
SD,0.0634,0.0844,0.0367,0.072,0.108,,0.0839,0.0876,0.0041,1.5055,2.6013,2.406,1.5811
