,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7654,0.3755,0.676,0.3684,0.35,,0.359,0.3433,0.9692,7,779,13,12
0_1,0.7433,0.4966,0.7337,0.4737,0.6429,,0.5455,0.5428,0.9815,9,787,5,10
0_2,0.885,0.442,0.7331,0.4737,0.6,,0.5294,0.5233,0.9803,9,786,6,10
0_3,0.8234,0.457,0.6856,0.3889,0.3333,,0.359,0.3443,0.9691,7,778,14,11
0_4,0.8577,0.5362,0.7191,0.4444,0.6154,,0.5161,0.5139,0.9815,8,787,5,10
0_5,0.7572,0.3594,0.661,0.3333,0.4,,0.3636,0.352,0.9741,6,783,9,12
0_6,0.8736,0.5049,0.7727,0.5556,0.5556,,0.5556,0.5455,0.9802,10,784,8,8
0_7,0.8638,0.4307,0.6894,0.3889,0.4667,,0.4242,0.4142,0.9765,7,784,8,11
0_8,0.793,0.3889,0.6629,0.3333,0.5,,0.4,0.3975,0.9778,6,786,6,12
0_9,0.8884,0.5013,0.7093,0.4211,0.8,,0.5517,0.5736,0.984,8,789,2,11
0_Mean,0.8251,0.4492,0.7043,0.4181,0.5264,,0.4604,0.455,0.9774,7.7,784.3,7.6,10.7
0_SD,0.0562,0.0607,0.0359,0.0702,0.1458,,0.0865,0.0933,0.0052,1.3374935098492586,3.529242915351047,3.687817782917155,1.2516655570345725
Mean,0.8251,0.4492,0.7043,0.4181,0.5264,,0.4604,0.455,0.9774,7.7,784.3,7.6,10.7
SD,0.0562,0.0608,0.0359,0.0702,0.1458,,0.0865,0.0933,0.0052,1.3375,3.5292,3.6878,1.2517
