,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5355,0.0066,0.4988,0.0,0.0,,,-0.0039,0.9914,0,806,2,5
0_1,0.9386,0.1684,0.5994,0.2,0.5,,0.2857,0.3137,0.9938,1,807,1,4
0_2,0.6631,0.0152,0.4969,0.0,0.0,,,-0.0062,0.9877,0,803,5,5
0_3,0.687,0.2108,0.5994,0.2,0.5,,0.2857,0.3137,0.9938,1,807,1,4
0_4,0.8417,0.035,0.4994,0.0,0.0,,,-0.0028,0.9926,0,807,1,5
0_5,0.9489,0.292,0.5994,0.2,0.5,,0.2857,0.3137,0.9938,1,807,1,4
0_6,0.8301,0.0821,0.5988,0.2,0.3333,,0.25,0.2547,0.9926,1,806,2,4
0_7,0.8973,0.3675,0.5994,0.2,0.5,,0.2857,0.3137,0.9938,1,807,1,4
0_8,0.9157,0.3481,0.6244,0.25,0.5,,0.3333,0.3514,0.9951,1,807,1,3
0_9,0.816,0.03,0.4994,0.0,0.0,,,-0.0028,0.9926,0,806,1,5
0_Mean,0.8074,0.1556,0.5615,0.125,0.2833,,0.2877,0.1845,0.9927,0.6,806.3,1.6,4.3
0_SD,0.1366,0.142,0.0547,0.1087,0.2491,,0.0265,0.1638,0.002,0.5163977794943222,1.2516655570345725,1.2649110640673515,0.674948557710553
Mean,0.8074,0.1556,0.5615,0.125,0.2833,,0.2877,0.1845,0.9927,0.6,806.3,1.6,4.3
SD,0.1367,0.142,0.0547,0.1087,0.2491,,0.0265,0.1638,0.002,0.5164,1.2517,1.2649,0.6749
