,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9359,0.5338,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,730,1,2
0_1,0.964,0.4829,0.6653,0.3333,0.3333,,0.3333,0.3306,0.9946,1,729,2,2
0_2,0.7902,0.433,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,730,1,2
0_3,0.8958,0.3451,0.6667,0.3333,1.0,,0.5,0.5766,0.9973,1,731,0,2
0_4,0.5727,0.0447,0.5,0.0,,,,0.0,0.9959,0,731,0,3
0_5,0.7857,0.4245,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,730,1,2
0_6,0.639,0.0485,0.4986,0.0,0.0,,,-0.0039,0.9918,0,728,2,4
0_7,0.9079,0.1056,0.6243,0.25,0.5,,0.3333,0.3511,0.9946,1,729,1,3
0_8,0.8033,0.5079,0.75,0.5,1.0,,0.6667,0.7061,0.9973,2,730,0,2
0_9,0.7546,0.0426,0.4986,0.0,0.0,,,-0.0034,0.9932,0,728,2,3
0_Mean,0.8049,0.2969,0.6201,0.2417,0.4815,,0.4333,0.3176,0.9952,0.8,729.6,1.0,2.5
0_SD,0.1273,0.2106,0.089,0.1776,0.3579,,0.1171,0.2472,0.0017,0.6324555320336759,1.07496769977314,0.816496580927726,0.7071067811865476
Mean,0.8049,0.2969,0.6202,0.2416,0.4815,,0.4333,0.3176,0.9952,0.8,729.6,1.0,2.5
SD,0.1273,0.2105,0.0891,0.1776,0.3579,,0.1171,0.2472,0.0017,0.6325,1.075,0.8165,0.7071
