,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7312,0.719,0.7,0.9,0.6923,,0.7826,0.4438,0.7222,9,4,4,1
0_1,0.3,0.4212,0.425,0.6,0.5,,0.5455,-0.1581,0.4444,6,2,6,4
0_2,0.625,0.7493,0.525,0.8,0.5714,,0.6667,0.0598,0.5556,8,2,6,2
0_3,0.6494,0.6729,0.5325,0.6364,0.6364,,0.6364,0.0649,0.5556,7,3,4,4
0_4,0.9221,0.9368,0.9286,1.0,0.9167,,0.9565,0.8864,0.9444,11,6,1,0
0_5,0.7714,0.8259,0.6143,0.8,0.6667,,0.7273,0.2469,0.6471,8,3,4,2
0_6,0.4857,0.6124,0.4714,0.8,0.5714,,0.6667,-0.0738,0.5294,8,1,6,2
0_7,0.7,0.8382,0.4714,0.8,0.5714,,0.6667,-0.0738,0.5294,8,1,6,2
0_8,0.5214,0.5503,0.6143,0.8,0.6667,,0.7273,0.2469,0.6471,8,3,4,2
0_9,0.6429,0.6058,0.7357,0.9,0.75,,0.8182,0.5092,0.7647,9,4,3,1
0_Mean,0.6349,0.6932,0.6018,0.8036,0.6543,,0.7194,0.2152,0.634,8.2,2.9,4.4,2.0
0_SD,0.1707,0.153,0.153,0.1186,0.1176,,0.1133,0.3239,0.1459,1.3165611772087666,1.5238839267549948,1.6465452046971292,1.247219128924647
Mean,0.6349,0.6932,0.6018,0.8036,0.6543,,0.7194,0.2152,0.634,8.2,2.9,4.4,2.0
SD,0.1707,0.153,0.153,0.1186,0.1176,,0.1133,0.3239,0.1459,1.3166,1.5239,1.6465,1.2472
