,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6829,0.2985,0.7071,0.4444,0.1538,,0.2286,0.2466,0.9633,4,705,22,5
0_1,0.7171,0.0272,0.5432,0.125,0.0345,,0.0541,0.0461,0.9524,1,699,28,7
0_2,0.8753,0.0814,0.614,0.25,0.1111,,0.1538,0.1531,0.9701,2,711,16,6
0_3,0.6259,0.1863,0.6731,0.375,0.125,,0.1875,0.2021,0.9646,3,706,21,5
0_4,0.7323,0.048,0.6064,0.25,0.069,,0.1081,0.1135,0.9551,2,700,27,6
0_5,0.7606,0.186,0.6731,0.375,0.125,,0.1875,0.2021,0.9646,3,706,21,5
0_6,0.9421,0.1683,0.7335,0.5,0.1429,,0.2222,0.2531,0.9619,4,703,24,4
0_7,0.5565,0.025,0.5508,0.125,0.0556,,0.0769,0.0682,0.9673,1,710,17,7
0_8,0.6123,0.0447,0.5494,0.125,0.05,,0.0714,0.0631,0.9646,1,708,19,7
0_9,0.8281,0.1549,0.6799,0.375,0.2143,,0.2727,0.2732,0.9782,3,716,11,5
0_Mean,0.7333,0.122,0.6331,0.2944,0.1081,,0.1563,0.1621,0.9642,2.4,706.4,20.6,5.7
0_SD,0.1219,0.0908,0.0698,0.1392,0.056,,0.0755,0.0853,0.0072,1.1737877907772674,5.146735750831676,5.146735750831676,1.0593499054713802
Mean,0.7333,0.122,0.6331,0.2944,0.1081,,0.1563,0.1621,0.9642,2.4,706.4,20.6,5.7
SD,0.1219,0.0907,0.0698,0.1392,0.056,,0.0755,0.0853,0.0072,1.1738,5.1467,5.1467,1.0593
