,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6427,0.1843,0.599,0.5143,0.1469,,0.2286,0.1235,0.6676,36,452,209,34
0_1,0.6241,0.157,0.6052,0.4857,0.1574,,0.2378,0.1357,0.7018,34,479,182,36
0_2,0.6639,0.1713,0.5969,0.4857,0.1498,,0.229,0.1232,0.6867,34,468,193,36
0_3,0.6511,0.1679,0.6309,0.5507,0.1659,,0.255,0.165,0.6959,38,470,191,31
0_4,0.7003,0.167,0.6534,0.5942,0.1775,,0.2733,0.193,0.7014,41,471,190,28
0_5,0.6527,0.1792,0.5926,0.4429,0.1542,,0.2288,0.1221,0.7137,31,490,170,39
0_6,0.6824,0.2065,0.6515,0.6,0.1765,,0.2727,0.1903,0.6932,42,464,196,28
0_7,0.643,0.1892,0.6153,0.4714,0.1719,,0.2519,0.1542,0.7315,33,501,159,37
0_8,0.6366,0.1651,0.6184,0.5429,0.1583,,0.2452,0.1484,0.6795,38,458,202,32
0_9,0.6098,0.1468,0.595,0.5143,0.144,,0.225,0.1179,0.6603,36,446,214,34
0_Mean,0.6507,0.1734,0.6158,0.5202,0.1602,,0.2447,0.1473,0.6931,36.3,469.9,190.6,33.5
0_SD,0.0265,0.0171,0.0227,0.0517,0.0121,,0.0181,0.028,0.0211,3.497618237219913,16.75609341901228,16.82722661508888,3.719318934070233
Mean,0.6507,0.1734,0.6158,0.5202,0.1602,,0.2447,0.1473,0.6932,36.3,469.9,190.6,33.5
SD,0.0266,0.0171,0.0227,0.0517,0.0122,,0.0181,0.028,0.0211,3.4976,16.7561,16.8272,3.7193
