,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7967,0.1737,0.6677,0.3529,0.3,,0.3243,0.3098,0.9692,6,782,14,11
0_1,0.6979,0.2623,0.6639,0.3529,0.2308,,0.2791,0.2666,0.9619,6,776,20,11
0_2,0.7986,0.2581,0.7265,0.4706,0.3636,,0.4103,0.3995,0.9717,8,782,14,9
0_3,0.7787,0.445,0.754,0.5294,0.3462,,0.4186,0.4132,0.9692,9,779,17,8
0_4,0.8214,0.3773,0.724,0.4706,0.3077,,0.3721,0.3643,0.9668,8,778,18,9
0_5,0.8865,0.4284,0.7521,0.5294,0.3103,,0.3913,0.389,0.9656,9,776,20,8
0_6,0.8736,0.5269,0.811,0.6471,0.3548,,0.4583,0.4647,0.968,11,776,20,6
0_7,0.8195,0.3713,0.7521,0.5294,0.3103,,0.3913,0.389,0.9656,9,776,20,8
0_8,0.7529,0.3363,0.7068,0.4375,0.2692,,0.3333,0.3265,0.9655,7,777,19,9
0_9,0.5861,0.2354,0.637,0.2941,0.2381,,0.2632,0.2471,0.9655,5,779,16,12
0_Mean,0.7812,0.3415,0.7195,0.4614,0.3031,,0.3642,0.357,0.9669,7.8,778.1,17.8,9.1
0_SD,0.0876,0.1093,0.0522,0.1057,0.0459,,0.0628,0.0684,0.0028,1.813529401164726,2.378141197564929,2.440400695696417,1.7919573407620815
Mean,0.7812,0.3415,0.7195,0.4614,0.3031,,0.3642,0.357,0.9669,7.8,778.1,17.8,9.1
SD,0.0876,0.1093,0.0522,0.1057,0.0459,,0.0628,0.0684,0.0027,1.8135,2.3781,2.4404,1.792
