,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5625,0.6867,0.5208,0.875,0.5833,,0.7,0.0589,0.5714,7,1,5,1
0_1,0.8333,0.8824,0.7083,0.75,0.75,,0.75,0.4167,0.7143,6,4,2,2
0_2,0.3542,0.4504,0.4583,0.75,0.5455,,0.6316,-0.1005,0.5,6,1,5,2
0_3,0.8542,0.9053,0.7083,0.75,0.75,,0.75,0.4167,0.7143,6,4,2,2
0_4,0.8958,0.9499,0.8542,0.875,0.875,,0.875,0.7083,0.8571,7,5,1,1
0_5,0.625,0.6068,0.5833,1.0,0.6154,,0.7619,0.3203,0.6429,8,1,5,0
0_6,0.5833,0.6038,0.4583,0.75,0.5455,,0.6316,-0.1005,0.5,6,1,5,2
0_7,0.8333,0.7979,0.75,1.0,0.7273,,0.8421,0.603,0.7857,8,3,3,0
0_8,0.2444,0.5688,0.2778,0.5556,0.5,,0.5263,-0.4714,0.3571,5,0,5,4
0_9,0.7,0.7459,0.7,1.0,0.7273,,0.8421,0.5394,0.7692,8,2,3,0
0_Mean,0.6486,0.7198,0.6019,0.8306,0.6619,,0.7311,0.2391,0.6412,6.7,2.2,3.6,1.4
0_SD,0.2202,0.1644,0.1735,0.1459,0.1207,,0.1104,0.3772,0.1564,1.0593499054713802,1.6865480854231356,1.577621275493231,1.2649110640673518
Mean,0.6486,0.7198,0.6019,0.8306,0.6619,,0.7311,0.2391,0.6412,6.7,2.2,3.6,1.4
SD,0.2202,0.1644,0.1735,0.1459,0.1207,,0.1104,0.3772,0.1564,1.0593,1.6865,1.5776,1.2649
