,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7961,0.6026,0.7595,0.7917,0.6786,,0.7308,0.5125,0.7544,19,24,9,5
0_1,0.721,0.7135,0.6326,0.4167,0.6667,,0.5128,0.2973,0.6667,10,28,5,14
0_2,0.7506,0.6959,0.6838,0.68,0.6296,,0.6538,0.3652,0.6842,17,22,10,8
0_3,0.7781,0.7518,0.7306,0.68,0.7083,,0.6939,0.4636,0.7368,17,25,7,8
0_4,0.6569,0.6026,0.5769,0.56,0.5185,,0.5385,0.1528,0.5789,14,19,13,11
0_5,0.7675,0.748,0.6644,0.36,0.9,,0.5143,0.4289,0.7018,9,31,1,16
0_6,0.6762,0.6217,0.595,0.44,0.5789,,0.5,0.2,0.614,11,24,8,14
0_7,0.7344,0.726,0.7019,0.56,0.7368,,0.6364,0.425,0.7193,14,27,5,11
0_8,0.7544,0.7388,0.6662,0.52,0.6842,,0.5909,0.35,0.6842,13,26,6,12
0_9,0.8626,0.8353,0.8073,0.7083,0.85,,0.7727,0.6347,0.8214,17,29,3,7
0_Mean,0.7498,0.7036,0.6818,0.5717,0.6952,,0.6144,0.383,0.6962,14.1,25.5,6.7,10.6
0_SD,0.0588,0.075,0.0716,0.1413,0.1145,,0.0982,0.1437,0.0691,3.3813212407775355,3.5039660069381067,3.497618237219913,3.533962208186286
Mean,0.7498,0.7036,0.6818,0.5717,0.6952,,0.6144,0.383,0.6962,14.1,25.5,6.7,10.6
SD,0.0588,0.075,0.0716,0.1413,0.1145,,0.0982,0.1437,0.0691,3.3813,3.504,3.4976,3.534
