,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7061,0.092,0.6107,0.2353,0.2667,,0.25,0.2355,0.9705,4,785,11,13
0_1,0.6216,0.0505,0.5538,0.1176,0.2,,0.1481,0.1397,0.9717,2,788,8,15
0_2,0.6327,0.0315,0.5225,0.0588,0.0833,,0.069,0.0534,0.9668,1,785,11,16
0_3,0.695,0.0539,0.525,0.0588,0.125,,0.08,0.0725,0.9717,1,789,7,16
0_4,0.661,0.0412,0.5225,0.0625,0.0667,,0.0645,0.0464,0.9643,1,782,14,15
0_5,0.5989,0.1102,0.5562,0.125,0.1667,,0.1429,0.1295,0.9704,2,786,10,14
0_6,0.7055,0.1262,0.5568,0.125,0.1818,,0.1481,0.1367,0.9717,2,787,9,14
0_7,0.7597,0.1061,0.5231,0.0625,0.0714,,0.0667,0.0493,0.9655,1,783,13,15
0_8,0.5296,0.0288,0.5237,0.0625,0.0769,,0.069,0.0525,0.9667,1,784,12,15
0_9,0.6908,0.0462,0.4956,0.0,0.0,,,-0.0136,0.9704,0,788,7,17
0_Mean,0.6601,0.0687,0.539,0.0908,0.1239,,0.1154,0.0902,0.969,1.5,785.7,10.2,15.0
0_SD,0.066,0.0361,0.0318,0.0638,0.0793,,0.0628,0.0705,0.0028,1.0801234497346435,2.3118054512532935,2.440400695696417,1.1547005383792515
Mean,0.6601,0.0687,0.539,0.0908,0.1238,,0.1154,0.0902,0.969,1.5,785.7,10.2,15.0
SD,0.0661,0.0361,0.0318,0.0638,0.0793,,0.0628,0.0705,0.0028,1.0801,2.3118,2.4404,1.1547
