,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4491,0.0106,0.4917,0.0,0.0,,,-0.0135,0.9728,0,715,12,8
0_1,0.8011,0.0307,0.4959,0.0,0.0,,,-0.0095,0.981,0,721,6,8
0_2,0.3955,0.0081,0.4917,0.0,0.0,,,-0.0135,0.9728,0,715,12,8
0_3,0.7798,0.254,0.6612,0.3333,0.2727,,0.3,0.2919,0.981,3,718,8,6
0_4,0.6217,0.1904,0.6056,0.2222,0.2,,0.2105,0.2005,0.9796,2,718,8,7
0_5,0.6918,0.24,0.6042,0.2222,0.1667,,0.1905,0.1809,0.9769,2,716,10,7
0_6,0.546,0.0189,0.5542,0.125,0.0769,,0.0952,0.0854,0.9741,1,714,12,7
0_7,0.7718,0.0277,0.4938,0.0,0.0,,,-0.0117,0.9768,0,717,9,8
0_8,0.8946,0.3897,0.7431,0.5,0.2857,,0.3636,0.3691,0.9809,4,716,10,4
0_9,0.8087,0.0709,0.6174,0.25,0.1538,,0.1905,0.1849,0.9768,2,715,11,6
0_Mean,0.676,0.1241,0.5759,0.1653,0.1156,,0.2251,0.1264,0.9773,1.4,716.5,9.8,6.9
0_SD,0.1671,0.1348,0.0859,0.1715,0.1154,,0.0941,0.1401,0.0033,1.429840705968481,2.068278940998476,2.043961295567452,1.286683937707919
Mean,0.676,0.1241,0.5759,0.1653,0.1156,,0.225,0.1264,0.9773,1.4,716.5,9.8,6.9
SD,0.1671,0.1348,0.0859,0.1715,0.1154,,0.0941,0.1401,0.0033,1.4298,2.0683,2.044,1.2867
