,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7107,0.1641,0.5518,0.1429,0.0882,,0.1091,0.0821,0.9395,3,758,31,18
0_1,0.5397,0.0543,0.5381,0.0952,0.1176,,0.1053,0.0845,0.958,2,774,15,19
0_2,0.6209,0.107,0.582,0.1818,0.2222,,0.2,0.1809,0.9605,4,774,14,18
0_3,0.6884,0.139,0.5556,0.1429,0.1071,,0.1224,0.0967,0.9468,3,763,25,18
0_4,0.5264,0.0928,0.5381,0.0952,0.1176,,0.1053,0.0845,0.958,2,773,15,19
0_5,0.5042,0.0286,0.5156,0.0476,0.0714,,0.0571,0.0379,0.9592,1,775,13,20
0_6,0.6285,0.0695,0.5362,0.0952,0.1,,0.0976,0.0741,0.9543,2,770,18,19
0_7,0.6641,0.283,0.6759,0.381,0.2581,,0.3077,0.2914,0.9555,8,765,23,13
0_8,0.6193,0.0949,0.5362,0.0952,0.1,,0.0976,0.0741,0.9543,2,770,18,19
0_9,0.677,0.2666,0.6603,0.3333,0.4118,,0.3684,0.3555,0.9703,7,778,10,14
0_Mean,0.6179,0.13,0.569,0.161,0.1594,,0.157,0.1362,0.9556,3.4,770.0,18.2,17.7
0_SD,0.0721,0.0857,0.0551,0.1102,0.1072,,0.1028,0.1061,0.0082,2.3190036174568114,6.2182527020592095,6.373556481449132,2.3118054512532935
Mean,0.6179,0.13,0.569,0.161,0.1594,,0.157,0.1362,0.9556,3.4,770.0,18.2,17.7
SD,0.0721,0.0857,0.0551,0.1102,0.1072,,0.1028,0.1061,0.0082,2.319,6.2183,6.3736,2.3118
