,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9331,0.0326,0.4959,0.0,0.0,,,-0.0058,0.9878,0,726,6,3
0_1,0.9472,0.4295,0.8299,0.6667,0.2857,,0.4,0.4331,0.9918,2,727,5,1
0_2,0.6159,0.0373,0.498,0.0,0.0,,,-0.0041,0.9918,0,729,3,3
0_3,0.7969,0.0223,0.4939,0.0,0.0,,,-0.0071,0.9837,0,723,9,3
0_4,0.7329,0.0734,0.6209,0.25,0.1429,,0.1818,0.1832,0.9878,1,725,6,3
0_5,0.6179,0.0461,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,728,3,2
0_6,0.7355,0.1318,0.6626,0.3333,0.1429,,0.2,0.2134,0.9891,1,725,6,2
0_7,0.9416,0.1332,0.6639,0.3333,0.2,,0.25,0.2543,0.9918,1,727,4,2
0_8,0.6731,0.1165,0.6605,0.3333,0.1,,0.1538,0.1767,0.985,1,722,9,2
0_9,0.8468,0.3754,0.6632,0.3333,0.1667,,0.2222,0.2313,0.9905,1,726,5,2
0_Mean,0.7841,0.1398,0.6253,0.2583,0.1288,,0.2419,0.176,0.9892,0.8,725.8,5.6,2.3
0_SD,0.1295,0.1449,0.105,0.2095,0.1037,,0.0821,0.1444,0.0032,0.6324555320336759,2.14993539954628,2.1186998109427604,0.6749485577105528
Mean,0.7841,0.1398,0.6253,0.2583,0.1288,,0.2419,0.176,0.9892,0.8,725.8,5.6,2.3
SD,0.1295,0.1449,0.105,0.2095,0.1037,,0.0822,0.1444,0.0032,0.6325,2.1499,2.1187,0.6749
