,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8158,0.7289,0.8796,0.7692,0.5556,,0.6452,0.6473,0.9865,10,793,8,3
0_1,0.8251,0.7112,0.8315,0.6667,0.7273,,0.6957,0.692,0.9914,8,798,3,4
0_2,0.6426,0.4949,0.7481,0.5,0.6667,,0.5714,0.572,0.9889,6,798,3,6
0_3,0.8501,0.678,0.8033,0.6154,0.5333,,0.5714,0.5655,0.9852,8,793,7,5
0_4,0.8218,0.6263,0.8039,0.6154,0.5714,,0.5926,0.5861,0.9865,8,794,6,5
0_5,0.8788,0.715,0.8449,0.6923,0.8182,,0.75,0.749,0.9926,9,798,2,4
0_6,0.7726,0.5438,0.7649,0.5385,0.5,,0.5185,0.5108,0.984,7,793,7,6
0_7,0.5962,0.4847,0.7276,0.4615,0.5455,,0.5,0.4943,0.9852,6,795,5,7
0_8,0.8213,0.7001,0.8437,0.6923,0.6923,,0.6923,0.6873,0.9902,9,796,4,4
0_9,0.8934,0.693,0.8443,0.6923,0.75,,0.72,0.7162,0.9914,9,797,3,4
0_Mean,0.7918,0.6376,0.8092,0.6244,0.636,,0.6257,0.622,0.9882,8.0,795.5,4.8,4.8
0_SD,0.0975,0.0949,0.0489,0.0978,0.1088,,0.0871,0.0885,0.0031,1.3333333333333333,2.173067468400883,2.0976176963403033,1.2292725943057183
Mean,0.7918,0.6376,0.8092,0.6244,0.636,,0.6257,0.622,0.9882,8.0,795.5,4.8,4.8
SD,0.0975,0.0949,0.049,0.0978,0.1088,,0.0871,0.0885,0.0031,1.3333,2.1731,2.0976,1.2293
