,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8186,0.1897,0.6628,0.4062,0.1711,,0.2407,0.2175,0.8991,13,718,63,19
0_1,0.8275,0.2042,0.7084,0.5,0.1975,,0.2832,0.2706,0.9004,16,716,65,16
0_2,0.7098,0.0903,0.6076,0.3125,0.1163,,0.1695,0.1361,0.8795,10,705,76,22
0_3,0.8614,0.2723,0.724,0.5312,0.2073,,0.2982,0.2893,0.9016,17,716,65,15
0_4,0.8309,0.2984,0.7182,0.5312,0.1868,,0.2764,0.2692,0.8905,17,707,74,15
0_5,0.7826,0.1676,0.6727,0.4375,0.1628,,0.2373,0.2183,0.8893,14,709,72,18
0_6,0.8556,0.2246,0.6743,0.4242,0.1918,,0.2642,0.2406,0.9041,14,721,59,19
0_7,0.7943,0.2647,0.6905,0.4848,0.1649,,0.2462,0.2319,0.8795,16,699,81,17
0_8,0.8044,0.3184,0.7133,0.5152,0.1977,,0.2857,0.2738,0.8954,17,711,69,16
0_9,0.7672,0.1621,0.654,0.3939,0.1625,,0.2301,0.2041,0.893,13,713,67,20
0_Mean,0.8052,0.2192,0.6826,0.4537,0.1759,,0.2531,0.2351,0.8932,14.7,711.5,69.1,17.7
0_SD,0.045,0.0705,0.036,0.0713,0.0266,,0.0375,0.045,0.0087,2.3118054512532935,6.670832032063167,6.65749368923638,2.3118054512532935
Mean,0.8052,0.2192,0.6826,0.4537,0.1759,,0.2532,0.2351,0.8932,14.7,711.5,69.1,17.7
SD,0.045,0.0704,0.036,0.0713,0.0266,,0.0375,0.045,0.0087,2.3118,6.6708,6.6575,2.3118
