,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6269,0.1688,0.5943,0.225,0.2432,,0.2338,0.1958,0.9273,9,743,28,31
0_1,0.7436,0.2712,0.6799,0.4,0.3404,,0.3678,0.3334,0.9322,16,740,31,24
0_2,0.625,0.1163,0.5799,0.2,0.2051,,0.2025,0.1617,0.9223,8,740,31,32
0_3,0.5792,0.1683,0.6103,0.275,0.2075,,0.2366,0.1932,0.9125,11,729,42,29
0_4,0.5954,0.1599,0.6023,0.25,0.2222,,0.2353,0.1935,0.9199,10,736,35,30
0_5,0.6676,0.261,0.6571,0.3415,0.4,,0.3684,0.3387,0.9408,14,749,21,27
0_6,0.6819,0.2362,0.6262,0.2927,0.2791,,0.2857,0.2468,0.926,12,739,31,29
0_7,0.7304,0.2116,0.6192,0.2683,0.3235,,0.2933,0.2606,0.9346,11,747,23,30
0_8,0.6489,0.0958,0.549,0.15,0.1304,,0.1395,0.0918,0.9086,6,730,40,34
0_9,0.64,0.2203,0.624,0.3,0.2308,,0.2609,0.2193,0.916,12,730,40,28
0_Mean,0.6539,0.1909,0.6142,0.2702,0.2582,,0.2624,0.2235,0.924,10.9,738.3,32.2,29.4
0_SD,0.0534,0.0589,0.0371,0.0708,0.0786,,0.0705,0.0753,0.0102,2.884826203122507,7.0561242115547325,7.130529043797834,2.7568097504180447
Mean,0.6539,0.1909,0.6142,0.2702,0.2582,,0.2624,0.2235,0.924,10.9,738.3,32.2,29.4
SD,0.0534,0.059,0.0371,0.0709,0.0786,,0.0705,0.0753,0.0102,2.8848,7.0561,7.1305,2.7568
